x,Curve1
-1.14755,0.402174
-1.00824,0.76087
-0.884458,1.1413
-0.760589,1.3913
-0.625021,1.53261
-0.489404,1.59783
-0.365493,1.78261
-0.237375,1.45652
-0.113295,1.38043
0.00697253,1.20652
