x,Curve1
-0.00131305,2.03261
0.122374,2.56522
0.242136,3.17391
0.373666,3.56522
0.49762,3.68478
0.625492,3.73913
0.749733,3.41304
0.885526,3.20652
1.01766,2.66304
1.14231,1.70652
