0.000000000000000000e+00	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01
1.010101010101010083e-01	5.371622389911804518e+00	8.212213586014158295e+00	9.030644102283755359e+00	9.376205380311825266e+00
2.020202020202020166e-01	3.080690566081516923e+00	6.818839998369043975e+00	8.184459936187558071e+00	8.805273693087659836e+00
3.030303030303030387e-01	1.840639082151407813e+00	5.714356804599259654e+00	7.441591935006896641e+00	8.281386710851542432e+00
4.040404040404040331e-01	1.129974302547894327e+00	4.826334863423786814e+00	6.786061104709065539e+00	7.799514609702306700e+00
5.050505050505050830e-01	7.067651602592324167e-01	4.103663041107859399e+00	6.204883717416445954e+00	7.355289640408874341e+00
6.060606060606060774e-01	4.479267378867767269e-01	3.509408537033147368e+00	5.687416695049471116e+00	6.944903663802930005e+00
7.070707070707070718e-01	2.865869761760082013e-01	3.016330335193999623e+00	5.224864662803106796e+00	6.565023099336313450e+00
8.080808080808080662e-01	1.846316215995967847e-01	2.603972520796359102e+00	4.809905185266509342e+00	6.212719082089925848e+00
9.090909090909090606e-01	1.195535511586143657e-01	2.256729802676005203e+00	4.436400278819810694e+00	5.885409352792885684e+00
1.010101010101010166e+00	7.770578725658629227e-02	1.962529619445450457e+00	4.099172076776593343e+00	5.580809566555107182e+00
1.111111111111111160e+00	5.064785961929452185e-02	1.711915029505598040e+00	3.793826915888976803e+00	5.296892692720663653e+00
1.212121212121212155e+00	3.308097039937086398e-02	1.497394475231204281e+00	3.516616119175157262e+00	5.031854637119927531e+00
1.313131313131313149e+00	2.164098166780581770e-02	1.312973570995447092e+00	3.264324971362447148e+00	4.784085223765830897e+00
1.414141414141414144e+00	1.417384265158002504e-02	1.153811417776443138e+00	3.034183501569545971e+00	4.552143447518269603e+00
1.515151515151515138e+00	9.291446873443930110e-03	1.015966465266611385e+00	2.823794210544302796e+00	4.334736406359576577e+00
1.616161616161616132e+00	6.094935819991097702e-03	8.962051557236768717e-01	2.631073338234501069e+00	4.130701249691155930e+00
1.717171717171717127e+00	4.000125227554938642e-03	7.918561659345044745e-01	2.454202637403003706e+00	3.938989656647807980e+00
1.818181818181818121e+00	2.626291886856132150e-03	7.006989084577268656e-01	2.291589635242504475e+00	3.758654451405821106e+00
1.919191919191919116e+00	1.724793229263020533e-03	6.208766888009823459e-01	2.141834710840058165e+00	3.588838020746934809e+00
2.020202020202020332e+00	1.132986253339266988e-03	5.508287849066839659e-01	2.003703667016095924e+00	3.428762259018407921e+00
2.121212121212121104e+00	7.443602881935334993e-04	4.892368332165009659e-01	1.876104724192978912e+00	3.277719843537330924e+00
2.222222222222222321e+00	4.890975400948975940e-04	4.349821471013826102e-01	1.758069287739645548e+00	3.135066522949437218e+00
2.323232323232323537e+00	3.214015708404377122e-04	3.871115175710352352e-01	1.648735597989997803e+00	3.000214504984478392e+00
2.424242424242424310e+00	2.112182639306931604e-04	3.448095645302953760e-01	1.547334895786907305e+00	2.872626555512496349e+00
2.525252525252525082e+00	1.388155411805633396e-04	3.073763357878791513e-01	1.453179636526559904e+00	2.751810836264859450e+00
2.626262626262626299e+00	9.123512122072608712e-05	2.742089689457412605e-01	1.365653407439157752e+00	2.637316349012309047e+00
2.727272727272727515e+00	5.996487765592636594e-05	2.447866251781103397e-01	1.284202318628420825e+00	2.528728907231051259e+00
2.828282828282828287e+00	3.941411601357911354e-05	2.186580460443643403e-01	1.208327558880181840e+00	2.425667567704540506e+00
2.929292929292929060e+00	2.590716187544109218e-05	1.954312221557099050e-01	1.137578975897252764e+00	2.327781462067374463e+00
3.030303030303030276e+00	1.702849965635767080e-05	1.747647733795575919e-01	1.071549514287452265e+00	2.234746983670530263e+00
3.131313131313131493e+00	1.119295872650986875e-05	1.563607377123464315e-01	1.009870384451505121e+00	2.146265251156199483e+00
3.232323232323232265e+00	7.357288855052818190e-06	1.399584921075114896e-01	9.522068502808728185e-01	2.062059875798593733e+00
3.333333333333333037e+00	4.834488222513716896e-06	1.253296196427117482e-01	8.982545569142648123e-01	1.981874971695963827e+00
3.434343434343434254e+00	3.177633768397170748e-06	1.122735631132492362e-01	8.477363015560880344e-01	1.905473319572168922e+00
3.535353535353535470e+00	2.088495212773309307e-06	1.006139256810124616e-01	8.003992078182909919e-01	1.832634769292596166e+00
3.636363636363636243e+00	1.373476459132400892e-06	9.019531332185659611e-02	7.560122318158997157e-01	1.763154794766721656e+00
3.737373737373737015e+00	9.040657315765289992e-07	8.088063045006808893e-02	7.143639655242175479e-01	1.696843124003978742e+00
3.838383838383838231e+00	5.949229435587262432e-07	7.254875754343297067e-02	6.752606918991426177e-01	1.633522625513807336e+00
3.939393939393939448e+00	3.860427686006432556e-07	6.509255125234028605e-02	6.385246597982026096e-01	1.573028177287576934e+00
4.040404040404040664e+00	2.561468383627926737e-07	5.841711955186366240e-02	6.039925550533250531e-01	1.515205740500588538e+00
4.141414141414140992e+00	1.659237203566441893e-07	5.243832488557537141e-02	5.715141374736426583e-01	1.459911452741860849e+00
4.242424242424242209e+00	1.089078516708116207e-07	4.708148841271805884e-02	5.409510248724632708e-01	1.407010844434442021e+00
4.343434343434343425e+00	7.268955536248608036e-08	4.228026201356791663e-02	5.121756086536636277e-01	1.356378103875834906e+00
4.444444444444444642e+00	4.884716616769958039e-08	3.797564525169784544e-02	4.850700817054885428e-01	1.307895421846365203e+00
4.545454545454544970e+00	3.289032935542150416e-08	3.411512842943576623e-02	4.595255671440908740e-01	1.261452383469920946e+00
4.646464646464647075e+00	2.201584706326349217e-08	3.065194102804174453e-02	4.354413356522973677e-01	1.216945423157631989e+00
4.747474747474747403e+00	1.465070056124501714e-08	2.754439385474000482e-02	4.127241017685346902e-01	1.174277316925094627e+00
4.848484848484848619e+00	9.717120767864248982e-09	2.475530170861022644e-02	3.912873924501665823e-01	1.133356725314103253e+00
4.949494949494948948e+00	6.483038254209059579e-09	2.225147591491126800e-02	3.710509674428982274e-01	1.094097769589875258e+00
5.050505050505050164e+00	4.336837847881956711e-09	2.000327774665687508e-02	3.519403101937152445e-01	1.056419648691879987e+00
5.151515151515151381e+00	2.895384917103856194e-09	1.798421993505034538e-02	3.338861521386942699e-01	1.020246283098061646e+00
5.252525252525252597e+00	1.930387452748497013e-09	1.617062610873665207e-02	3.168240547064183343e-01	9.855059837555298907e-01
5.353535353535352925e+00	1.289873298545541477e-09	1.454131632536933422e-02	3.006940186399505444e-01	9.521311596468717831e-01
5.454545454545455030e+00	8.612048636229866892e-10	1.307734006269745293e-02	2.854401379475740574e-01	9.200580351385145850e-01
5.555555555555555358e+00	5.733370087205766117e-10	1.176173035229635157e-02	2.710102782624780882e-01	8.892263992959179575e-01
5.656565656565656575e+00	2.166365321716843629e-10	1.057929308299430590e-02	2.573557884192103629e-01	8.595793696357221236e-01
5.757575757575757791e+00	-7.161154144354805105e-11	9.516415158364649809e-03	2.444312343584733871e-01	8.310631727886652609e-01
5.858585858585858119e+00	-2.858258885337199772e-10	8.560896872841864888e-03	2.321941580607710387e-01	8.036269474872322904e-01
