9.110521827472470302e-02 -1.189258106958475392e-02 1.847242951394946139e-02 -1.110450717416808057e-02 -6.063202167576129363e-03 1.016367592720936880e-02 6.651330596032509375e-03 1.222754668837937493e-02 1.603335380907038032e-02 -5.038260645949741746e-03 -8.374835513637856818e-03 1.514015514694578776e-02 -2.876589918673087614e-04 -4.733645286117154141e-03 8.945988601178826542e-04 -1.165967416528123669e-02 4.638306200122494123e-03 -7.332249916606527543e-03 -4.510622509551820598e-03 3.924112967195367632e-03 -4.799256711350926956e-03 -7.056979115686368154e-03 9.992025097755433821e-03 2.830270991951716695e-03 -3.822018022801254317e-03 4.102017868919709091e-03 4.998451448106661262e-03 6.523802237312504161e-05 -3.344635694741643979e-04 8.047076835920988257e-04 2.317069943406664147e-03 -4.912635665051249580e-03 1.383674744357973148e-03 -2.933763875991182626e-03 4.839307473838660306e-03
6.984327828733354060e-02 -1.563419218330154570e-02 1.939636035536414964e-03 6.701031582252690161e-03 -1.038042541304472731e-02 -8.563044066586072284e-03 -1.264957578596720249e-02 -7.294913454118737497e-03 1.250473739303565451e-02 -6.412051917329936179e-03 1.207873601437040728e-02 1.753780543687562948e-02 5.311812252078497790e-03 -1.701209385106855661e-03 5.509118982713614391e-04 1.328600735133442495e-03 3.279565334780997540e-03 2.797319774394473827e-05 3.443789977234149990e-03 -7.485060553853588837e-03 3.300359547994946401e-03 -2.080748773505006026e-03 1.283693528524714882e-05 3.655402247723529060e-03 2.354566028114304498e-03 1.665709820603915791e-03 3.159277552026089168e-03 -5.474544141963106660e-03 4.044452768723384023e-03 -3.907727085058240019e-04 5.968692123731590346e-03 7.205852700497559701e-03 9.361882466582888834e-03 -3.198979813210209040e-03 1.908224667334476338e-03
6.920039240785472168e-02 -9.261688564505496726e-03 -7.022398509219219750e-03 -1.227503349093485296e-02 8.078754929579396588e-03 6.035237225189773070e-05 3.341776684103211440e-03 -6.713226542372155957e-03 -4.666396007483318391e-03 1.545509846541123951e-02 1.041348801229873694e-02 -6.442348124227491660e-03 -1.134683090033925673e-03 1.755073092735525211e-03 5.936001512094475976e-03 -5.792016574330836887e-03 -1.260912267973709946e-03 2.102918687671740360e-03 2.031335999599752796e-03 -8.124529883330912014e-03 -2.133600781161653411e-03 1.735639866344802079e-02 8.680488703124183969e-03 -1.981805913223630075e-03 3.771704986242727532e-04 2.394201799551959244e-03 -1.608153035734818069e-03 2.904240060766090608e-04 -1.631446931164159822e-03 -2.168014420361864467e-03 -5.058165350607348376e-04 1.036369420655813660e-02 4.677839416544625657e-03 3.076685746375222488e-03 -4.213124059218528034e-03
8.086597869619989443e-02 2.859177441139234589e-03 -2.055089683848633150e-02 9.837265193079074849e-03 -2.911423551668667568e-03 6.267544728046290682e-03 1.032285318701410722e-02 -2.269525254941429093e-02 7.552109132110709951e-03 7.244899774307717727e-03 3.480905866031981655e-03 -5.089581442375414218e-03 -9.028895161418701645e-03 -7.748804520675600487e-03 -1.033117050965322303e-03 5.779674969694738838e-03 2.317113437819916157e-03 1.554629590683582205e-03 -1.065015168228565512e-03 -6.611751017293236200e-03 -6.620297831961487363e-03 2.067129449769871535e-03 8.694296518709192364e-04 7.147350698960460704e-04 -1.529016340653748494e-03 -7.592373270661053816e-03 -9.818990790610199366e-04 7.803060374641427157e-04 7.120793737956987446e-03 -3.899545696370940433e-03 -6.194846234047960538e-05 -7.063781595022283061e-03 -2.778620293479736048e-03 -3.772979856129806027e-03 -6.668554705011199958e-04
8.083023097954945835e-02 -5.046567672098263395e-03 -6.917195411220226388e-03 2.068453995014439052e-04 -3.324601594580818553e-03 8.934341923136151012e-03 1.087833806184933076e-02 4.098529992470779232e-03 -3.883738399050788801e-03 8.317858372079153101e-03 9.445632649800625447e-03 5.877305423284590741e-03 -1.267791624819998575e-03 4.750232031693649506e-03 -3.289715624827123982e-03 -4.638211416639086669e-03 -6.626773991832557789e-03 1.571520336575926496e-03 -1.126553122155119803e-02 -5.820606397795543771e-03 8.727286354917343459e-04 -4.176520838099231914e-03 -2.879903654992977020e-03 -3.567763336453226228e-03 8.929402943665707554e-03 7.914853838169429385e-04 5.403013445651040181e-05 -1.795017503090293046e-03 -1.080041934372461855e-02 6.328286769420599089e-03 -2.228161945525723893e-03 -7.521428475963656216e-04 -9.333307245365011183e-04 -1.178887926831334110e-03 1.809918514389626584e-03
9.133811251011736410e-02 1.122625349503086206e-02 -1.687579811442715266e-02 4.439726380286931028e-03 6.931593342182682145e-03 -1.652918127399626361e-02 2.204998770727425658e-02 8.122321743347654319e-03 1.737485373255230527e-03 5.352704635291954255e-03 6.286818154301096646e-03 8.244461348681932740e-04 -7.071487482255396639e-03 2.008754703598348429e-02 -1.389426608726954289e-03 -5.453193643813697509e-04 -1.207450167335213410e-02 8.812624995221601115e-03 -1.504575528281142105e-03 -1.643566733147706557e-03 3.310467463986866603e-04 -4.272568054431825392e-03 -4.409302695623743863e-03 -3.657107459907734011e-03 -4.643503710026828345e-03 -8.629843986369638634e-03 -6.206719390025428051e-03 -8.395941288832531324e-03 -5.897428083914779771e-04 2.223461904466302562e-03 3.030871719640356940e-03 4.913378420756835986e-03 -3.381382816950388032e-03 -1.755461744980410304e-03 4.464426069681153280e-04
8.450290578303183697e-02 1.867658282199381042e-02 -7.124627591551889634e-03 9.326548587393092976e-03 2.219503929835833116e-04 -1.295658701838785058e-02 -1.006404476642451529e-02 1.819731834664018669e-03 -2.388079013964981932e-03 1.621222034093257325e-02 -1.037791901250557404e-02 -3.176514267358332053e-04 1.279435578249270723e-03 -5.281780679495962777e-03 2.831307252990346475e-03 1.742747633323622064e-03 1.017248744003762702e-02 1.145317736397915166e-03 -5.038187191969499719e-03 -2.587037166903647951e-03 -2.754183131195399054e-03 -1.776921970561569364e-03 -3.837950502350805180e-03 3.546095505587822452e-03 2.945267565384839643e-04 -3.272195619456162025e-03 1.045492674560367713e-03 1.074389621881630043e-04 -2.087048783917785921e-03 -1.166460409849344373e-03 -2.503849610349599252e-03 -3.813431609590730263e-03 -2.925313449240487824e-03 -3.720636824601710087e-03 3.205619655622213033e-03
8.217012893470586332e-02 1.244772500490192585e-02 1.454447610233181466e-03 6.913886080048939863e-03 -2.284246213600339432e-03 -1.566759714254628219e-02 6.236792750502428116e-03 2.980866325360915711e-03 9.684897229958841502e-03 1.517349436324789275e-02 -7.217683112401625245e-03 -1.001522757136076407e-03 7.459772832892241001e-04 -6.391040581164674069e-04 -7.067752494002849974e-03 8.905486962824379904e-03 1.808427934691479852e-04 -1.665485432949885113e-03 -2.581530948548736368e-03 -5.842605285572412786e-03 4.953833183666215417e-04 3.944359564746749078e-03 -4.991602239868982681e-03 2.608303677662156175e-03 7.444087124688368627e-04 5.702994023184825012e-03 6.146969015512215168e-03 6.683842236311822275e-03 -3.656456110317513465e-04 -1.010346012006439580e-02 3.542890145593162454e-03 -2.629885531254148520e-03 -3.148674725557504446e-03 -1.726909610441013489e-03 3.917034148330548159e-04
8.977207429806847994e-02 6.035848699255946456e-03 2.774206109323383573e-02 -1.025117062069559604e-02 -3.231149338637114444e-03 1.819294468675965171e-02 1.428497189259100505e-03 -1.475243616998836091e-02 1.950016430836275455e-03 4.770190486719502916e-03 -3.109016039929275201e-03 1.338001404286933219e-02 -1.053880427956063043e-02 4.192012168226043507e-03 -5.027335740356670898e-03 1.480924044846139084e-02 -2.462462894978197352e-03 5.025957583581466305e-03 -5.849834217385962466e-03 1.562064020996314440e-03 -9.270761596774547289e-04 -6.266306736761956264e-03 -1.220995210981959574e-02 2.335615820837146116e-04 -1.222028319932005024e-02 1.859029836223151161e-03 1.031605405775835524e-02 -4.894812306839291943e-03 3.091833666219009533e-04 -3.997270384626515349e-03 -3.797530671259771642e-03 7.328665105959027842e-03 5.749964534549880692e-03 4.538579508208053382e-04 4.782561669928566891e-03
7.428113916005071871e-02 -9.968809725494139073e-03 -5.919192271421276933e-04 -8.118377100743262229e-03 -4.647022889887269343e-04 6.112370393189914654e-04 -6.530036573146364050e-03 8.397139189482512225e-04 -5.983405851583746028e-03 3.180581486527607298e-03 -2.358378944320769534e-03 -7.808084262520546825e-03 -1.584006843416728774e-02 -5.551483256560909522e-04 9.712751641678485023e-03 2.048786722978185489e-03 -2.030082694750109766e-03 5.900229521754184235e-04 -3.932479161034742841e-03 -7.816756494685297508e-04 6.582551684640865555e-03 -8.147140421748784098e-03 -4.016013271242027671e-03 -3.702049020857380718e-03 4.416198305315723093e-04 2.844403297736952402e-03 6.866200873406528400e-05 -7.221312583590100420e-03 1.387579310337100314e-03 2.867631576364775611e-03 -3.824340634864872770e-03 -2.671124720572807133e-03 4.840565361480302954e-03 8.628117635580797445e-03 -5.873510760144841575e-04
