-9.193916784043983104e-02 1.114414141647199165e-03 6.943617265443110219e-03 8.111687638930536320e-03 -5.656689106441720356e-03 1.617180588205516592e-02 -8.248676368848465584e-03 -5.868608953968337469e-04 3.354432276211692480e-03 5.724050722962166320e-03 -3.752207839852969747e-03 -8.985467630904421174e-03 7.120289800714826173e-03 -9.721577254570953203e-03 5.102838614722744227e-03 2.592576923654070194e-04 5.567011143324975117e-04 8.249650946836729545e-03 4.799998099540975054e-03 3.603677939660604110e-03 7.235512886639537547e-04 -2.398748494051075684e-03 -5.147192920031172861e-03 -3.180088343807372948e-04 -4.305488369927901356e-03 -1.900130625779383915e-03 -4.107081430400827881e-04 3.441220070622695235e-03 -6.105830241027234220e-03 3.012180581321839776e-03 -1.171591551990545542e-03 1.054156827897388552e-03 -2.056477004658151600e-03 7.756455704740000505e-03 -1.991278282759554458e-03 5.707417073050407089e-03 2.839063857782404745e-03 3.587914268115045997e-03 -1.930923480620857970e-03 7.808378660916680258e-03 -4.019252369051779655e-03 -7.774190541493732065e-03 -6.210569194729323797e-03 6.637665794371480112e-03
-8.949040659827267596e-02 1.946967162207766501e-03 -6.829108467915560330e-06 -4.058315143006079040e-03 -9.961060766974141195e-03 -7.340736968003590095e-03 -3.104745511453033688e-04 -1.154698759230740959e-02 1.033323122728560528e-02 7.019790551099009020e-03 -1.495741406164114405e-02 8.944443678838620571e-03 -1.091198758785282257e-03 3.477171793009025021e-03 -3.402173542338037416e-03 8.490091357012117743e-03 6.409153845943414866e-06 3.757682402503152372e-03 -5.155361010582443573e-03 -9.848677262799178378e-03 1.063664197422787075e-02 8.911889106432424601e-03 -1.572500921658023451e-03 -5.507312239745197104e-03 -1.989753758433170355e-03 4.214860966675907684e-03 2.628133573258374742e-03 9.960255836870426580e-03 -4.596704692511706901e-03 2.833879385936867619e-03 -9.800611979768737367e-03 -4.075734545012767683e-03 7.855629948644393332e-03 2.278302074790997892e-03 4.842811908654289649e-03 -4.708972015887921692e-03 -2.283725642355097403e-03 -2.518425409404567456e-03 -5.992700308883736190e-04 -2.179900346779926629e-03 -3.231988518420661743e-03 7.127346574076948204e-04 -9.608353077828410416e-04 -1.241109547071005690e-03
-8.376022473918727507e-02 -6.389094147623278945e-04 2.424367116290791313e-04 -4.553668624101584080e-03 3.785651815568244136e-03 -1.132163683714266025e-03 -1.058578145055734734e-02 -4.023744899755144627e-03 6.348047618803870015e-03 -2.192273576989118428e-02 1.467583598964551737e-04 4.444397649446779446e-03 8.826507133114334588e-03 4.208669931527856539e-03 -3.430612957353096956e-04 2.600223527996082216e-03 2.137185772630716130e-03 6.348837902823353807e-03 9.051428911039837572e-03 7.955244564065806420e-03 -3.368871336688988600e-03 -1.036076679213652867e-02 -4.220930196330365501e-03 7.603595529472647468e-03 -3.242645353585215523e-03 6.198368187489447468e-04 5.940100073166662206e-03 4.084459099045574179e-03 2.619755283790797373e-03 3.528381134880124136e-03 3.854878404479632220e-05 2.078057151171348784e-03 -1.039684022725842656e-02 2.694418114602338977e-03 6.512181057485138744e-03 1.016243223330532243e-03 5.803257600158882477e-04 1.408383065376854352e-03 -4.616593861154374805e-04 -1.684333934018579970e-04 4.708457951713939521e-03 6.201994776280803263e-03 6.541248773728327442e-03 -4.836501966970289425e-03
-9.171704718192295880e-02 -2.458762783602112204e-03 1.228345011688682618e-02 4.967132850746507067e-04 -9.561111357788140003e-03 5.007340080479179625e-03 1.079723865627652685e-02 -7.005448571626967172e-03 8.585020667160013497e-04 3.349437093703747266e-03 -4.762431582946151550e-03 -6.716083437359048579e-03 2.649827097620821581e-03 -4.232253538941534686e-03 -8.504008438628887084e-03 1.492224292693918692e-03 -5.745498190918557797e-03 5.793485941795933902e-03 -6.127653432805699532e-03 -3.444422059040753992e-03 -1.235233130645928094e-02 -1.982139025179648680e-03 2.358523965784731224e-04 -7.335902243642397971e-03 3.661700280902254086e-03 4.826411936252425483e-03 4.555746975141705506e-03 -4.473789699716080800e-03 -3.955278921257509412e-04 -3.652025458087340779e-03 -5.953570888621069999e-03 4.624684675432107488e-04 7.796327176852440709e-04 7.118090893889181953e-03 6.536070702526085643e-03 1.940946065230090677e-03 -3.462501386033095454e-03 -3.109177724516493969e-03 -4.602149444730670516e-04 3.654417983215003420e-03 2.378072627524767130e-04 3.050685284080057683e-03 3.434848324446271826e-03 6.342780726738673049e-04
-8.656032592939345849e-02 -1.096970537439593413e-02 -3.347511879671017515e-03 6.611588180577407034e-03 -6.590453990265071789e-03 3.603117532194078927e-04 -9.565481780972328067e-04 -5.160808237759209908e-04 1.212191713532340684e-03 -3.028241400860792135e-03 3.229096216367752150e-03 3.400131529201011384e-03 4.381635454462243055e-04 9.128660446738177947e-03 3.642700148370500365e-03 1.398816108983249630e-02 7.492521774354990102e-03 -9.500022304527605283e-04 4.985097179595279586e-03 1.917223310846433463e-03 -1.970128284839502489e-03 -3.000282796608831799e-03 1.013926327260100506e-02 7.811987090142230757e-03 1.920567888950526015e-03 -6.836158437741914930e-03 -3.846212717385223169e-03 4.467253234817947227e-03 -5.085222131058494488e-04 -3.387371579918822297e-03 -3.246594316248975140e-03 -1.663340148037102673e-03 -3.555331049491388968e-03 4.336175660706834134e-03 -3.370601282094295385e-03 2.271372339576591907e-03 1.640330335957151378e-03 1.422256315742436751e-03 3.863194345587409734e-03 -1.017885166841402079e-03 -2.712410673517408246e-03 -1.331258918708766925e-03 -1.256647459098424050e-03 -1.374918453548175075e-04
-9.052538393567802211e-02 -3.747296247788586311e-03 1.436396420304204141e-02 -4.918034202959389693e-03 -8.075747799130547633e-03 7.001648185081791112e-03 -1.611404050912027940e-03 -2.200665344391612103e-03 -1.704243729596694725e-03 -7.022834336868203839e-03 1.352952799650311393e-02 -1.150596927449490554e-02 -3.568407585856326995e-03 2.039899815938599637e-03 9.360374578538287887e-03 5.024219278143095269e-03 -2.904737723222075661e-04 -3.371362289637986481e-03 1.506093758594602254e-02 -5.277816650345574546e-03 -4.213689977480134224e-04 -3.743600964232506913e-03 -4.395791822077037975e-03 -4.785164108881878944e-03 -1.809061370037019084e-03 -4.957631931012003272e-03 3.108051747105859946e-03 -7.271236364379266709e-03 7.652018327158971803e-03 1.482503796768561101e-03 4.179336538237554861e-03 5.108331932435762309e-04 8.538226654416846556e-03 -1.516053130487696285e-04 4.766745520280485544e-03 -5.070693614983645854e-03 -1.421640649293161611e-03 6.026846690416589984e-03 4.488832902219692944e-03 -1.613011744354881250e-03 -1.374535806582904713e-03 2.873403062314653939e-03 -2.650883074149076347e-03 -4.241463968696129391e-03
-9.043951483023429661e-02 1.409492033198263402e-03 6.670723696400465870e-03 -1.054712523881944303e-03 -1.770370153765352811e-02 -1.366292186576296096e-04 -9.158609262934980168e-05 6.709438187006583365e-05 -9.357013780515389858e-05 4.578510987676294962e-03 -1.407124356838617080e-03 1.444726110129121964e-02 5.419934654221737064e-03 -8.648917258205516753e-03 4.192303966435801700e-03 7.027081334156194160e-03 -1.416805546958443962e-02 1.426972558372364107e-02 3.653036036679891459e-03 -5.535222067134618409e-03 7.127284586249549997e-03 7.319666671061728601e-03 -4.751770012947117983e-03 -3.217142670392255689e-03 -2.446963332817942284e-04 1.094018841579454636e-02 -7.076641307452149511e-03 -3.352148370322475483e-03 3.945168344153254271e-03 -9.332061719919139062e-03 6.365678554391352752e-03 -2.063754751291588512e-03 -8.929763314867309593e-03 1.225168367089560142e-03 -7.901192263918624392e-03 -5.034777698363806717e-03 4.405144320520482494e-04 2.343687662651071282e-03 -8.009415922882468777e-04 4.989947818047638095e-03 8.345288325611351218e-04 9.402802623801870382e-05 1.247377865564141880e-03 4.105634245974655941e-03
-8.716013625540594556e-02 -1.718159861287980525e-02 -3.610769639980950397e-03 4.180726238253832956e-04 -3.394120535597655672e-03 -2.771016853538828002e-03 -2.053253148967656028e-03 4.371241011229346982e-03 5.331651988088575121e-03 -3.065949543125419310e-03 -1.352452432974570948e-02 -7.813895076646631271e-03 -1.491036187602938143e-02 -1.593830009332237313e-02 -3.141539502763927329e-03 3.723296824147097426e-03 -1.562092699179781514e-03 -9.562473789891505222e-04 -3.697114941877515260e-03 -1.029005946701750567e-03 5.849134509742043471e-03 5.887235920551656815e-03 -8.939222882900854997e-04 -1.521355047381228558e-03 5.806400593653647264e-04 -5.657193168897243878e-03 5.152341039590251385e-04 -5.834566473144451801e-03 3.628691632219021353e-03 9.463455123890898366e-03 9.428976587828381177e-04 -2.033134880230543211e-03 -7.999318493559020096e-03 8.086850613322340425e-03 3.516324887122820007e-03 -4.357489285708356259e-03 9.382449004399233861e-05 3.194107056995977231e-04 -1.617434314830098574e-04 -2.424916008160571228e-03 -5.256560884032078843e-03 -1.019627629017632112e-02 -6.465913757493284243e-04 2.105745969723761806e-03
-8.332837074554644285e-02 9.512905659427865063e-03 -1.452049797563508167e-02 -9.722578807738479351e-03 -2.935223371265098351e-03 1.317155135806084496e-02 6.932737783503402362e-03 -6.026796238476425302e-03 2.539108381553686206e-03 6.482384699304969723e-03 1.404101399170047757e-03 -8.711994542221773588e-04 -2.347646578062761395e-03 6.119391163933988629e-04 5.399338469883041818e-04 -1.178776274366948561e-02 -6.144499749166990911e-03 4.191157485659995768e-03 -8.521836601511384619e-04 1.366467955371951370e-03 -3.053495308630724096e-03 6.055133318063184167e-03 2.435493232364705548e-03 -4.037669790407584676e-05 -1.066717592134666616e-03 -1.760552437790354396e-03 8.375892132388564754e-03 7.421283193879107086e-03 7.899398344519732371e-03 -1.594067618091973067e-04 -7.095538421917364953e-03 3.843784660458493280e-03 -5.682082955759256652e-04 3.380143385440694936e-03 5.206565120822468154e-03 -8.185182394366799681e-04 1.126574325732597470e-02 -3.199005179042684749e-03 -7.204500580427275003e-04 2.114452106146774701e-03 -3.329090391905835302e-03 -1.668149905057761601e-04 2.147749356064431424e-03 -3.374296722953484557e-03
-9.248463960754715885e-02 -5.523345324630338053e-03 2.120439492909480597e-03 3.020321243030346572e-03 -7.415300894585393279e-03 9.823087911211171933e-03 -4.994306427501033277e-03 -8.348506585752566572e-03 1.799583410295239622e-03 -7.228762722955125140e-03 -1.188534676913669420e-03 -6.390268346952900601e-03 -4.833265852150521805e-03 1.698946481378403725e-03 9.057981835249169847e-03 -1.870068294371792362e-04 1.298549699313849204e-03 4.520160496870106320e-03 -8.944758831568186408e-03 3.028382954331661041e-03 -2.832707735656666941e-03 9.378838374864265082e-03 3.050191564729493477e-03 -9.256275303681777214e-03 1.007774763235912661e-02 1.100223550928201063e-03 -2.135083499822921626e-03 5.321952707992259023e-03 -3.269210096689310896e-03 -3.222631354096493119e-03 -2.185561607508272781e-03 1.418483877653544138e-03 5.943700979669230833e-03 -5.851994596226988039e-03 5.313575396852547421e-03 5.035412875386439946e-03 -4.765923291787595856e-03 -1.000605571813053922e-02 -1.174369377815317149e-04 8.915397037550901876e-03 1.073657046032001992e-03 -4.702429475991956945e-03 -6.450130849057500188e-04 3.640095435725656386e-03
