"kappa","mut","rho","CO2","pd","k","H2O","alphat","N2","O2","dQ","aC3H6O","p","T","epsilon","U:0","U:1","U:2","flux","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.000307721,3.44057e-05,1.16446,0,100000,0.0154697,0,3.44057e-05,0.766984,0.232995,0,2.07562e-05,100000,297.989,0.732395,2.5091,-0.121328,0,6.6705e-06,4103,1,0.0285,0.147,0.0285,0
0.000137295,2.20993e-06,1.1644,0,100000,0.000755331,0,2.20993e-06,0.766999,0.233,0,1.03172e-06,100000,297.999,0.0272638,2.50247,-0.10995,0,3.25757e-08,4233,1,0.03,0.147,0.03,0
7.9627e-05,1.03228e-06,1.1644,0,100000,0.000336386,0,1.03228e-06,0.767,0.233,0,4.27196e-07,100000,298,0.0117719,2.50582,-0.0990726,0,3.25757e-08,4233,1,0.0315,0.147,0.0315,0
3.92143e-05,2.12596e-07,1.1644,0,100000,4.46806e-05,0,2.12596e-07,0.767,0.233,0,5.97848e-09,100000,298,0.000986533,2.50906,-0.0887037,0,1.56336e-10,4363,1,0.033,0.147,0.033,0
3.81397e-05,2.08984e-07,1.1644,0,100000,4.30507e-05,0,2.08984e-07,0.767,0.233,0,2.67115e-09,100000,298,0.000930927,2.51205,-0.0794938,0,1.56336e-10,4363,1,0.0345,0.147,0.0345,0
3.72859e-05,2.06095e-07,1.1644,0,100000,4.17536e-05,0,2.06095e-07,0.767,0.233,0,3.92477e-11,100000,298,0.000886746,2.51492,-0.0704049,0,6.79877e-13,4493,1,0.036,0.147,0.036,0
3.72864e-05,2.05999e-07,1.1644,0,100000,4.17443e-05,0,2.05999e-07,0.767,0.233,0,2.06565e-11,100000,298,0.000886768,2.51729,-0.0617839,0,6.79877e-13,4493,1,0.0375,0.147,0.0375,0
3.72869e-05,2.05903e-07,1.1644,0,100000,4.17351e-05,0,2.05903e-07,0.767,0.233,0,2.06549e-12,100000,298,0.00088679,2.51967,-0.053163,0,6.79877e-13,4493,1,0.039,0.147,0.039,0
3.72904e-05,2.05844e-07,1.1644,0,100000,4.17329e-05,0,2.05844e-07,0.767,0.233,0,1.37526e-13,100000,298,0.000886952,2.5215,-0.0458253,0,2.1491e-15,4623,1,0.0405,0.147,0.0405,0
3.72941e-05,2.05789e-07,1.1644,0,100000,4.17315e-05,0,2.05789e-07,0.767,0.233,0,5.35969e-14,100000,298,0.00088713,2.52326,-0.0386295,0,2.1491e-15,4623,1,0.042,0.147,0.042,0
3.72971e-05,2.05741e-07,1.1644,0,100000,4.173e-05,0,2.05741e-07,0.767,0.233,0,6.05435e-16,100000,298,0.000887271,2.5248,-0.0315316,0,4.66545e-18,4753,1,0.0435,0.147,0.0435,0
3.72988e-05,2.05705e-07,1.1644,0,100000,4.17282e-05,0,2.05705e-07,0.767,0.233,0,3.54699e-16,100000,298,0.00088735,2.52596,-0.0246004,0,4.66545e-18,4753,1,0.045,0.147,0.045,0
3.73005e-05,2.0567e-07,1.1644,0,100000,4.17265e-05,0,2.0567e-07,0.767,0.233,0,1.03963e-16,100000,298,0.000887429,2.52713,-0.0176692,0,4.66545e-18,4753,1,0.0465,0.147,0.0465,0
3.72975e-05,2.05638e-07,1.1644,0,100000,4.17198e-05,0,2.05638e-07,0.767,0.233,0,1.21813e-18,100000,298,0.000887282,2.52769,-0.0113534,0,7.03541e-21,4883,1,0.048,0.147,0.048,0
3.72911e-05,2.05609e-07,1.1644,0,100000,4.17097e-05,0,2.05609e-07,0.767,0.233,0,7.23639e-19,100000,298,0.000886978,2.52784,-0.00546257,0,7.03541e-21,4883,1,0.0495,0.147,0.0495,0
3.72847e-05,2.05581e-07,1.1644,0,100000,4.16997e-05,0,2.05581e-07,0.767,0.233,0,2.29148e-19,100000,298,0.000886675,2.52799,0.000428209,0,7.03541e-21,4883,1,0.051,0.147,0.051,0
3.72833e-05,2.05717e-07,1.1644,0,100000,4.1712e-05,0,2.05717e-07,0.767,0.233,0,1.8737e-21,100000,298,0.000886613,2.52779,0.006227,0,1.46655e-23,5013,1,0.0525,0.147,0.0525,0
3.72861e-05,2.05994e-07,1.1644,0,100000,4.17434e-05,0,2.05994e-07,0.767,0.233,0,1.20808e-21,100000,298,0.000886756,2.52731,0.0119478,0,1.46655e-23,5013,1,0.054,0.147,0.054,0
3.72888e-05,2.0627e-07,1.1644,0,100000,4.17748e-05,0,2.0627e-07,0.767,0.233,0,5.4245e-22,100000,298,0.000886899,2.52683,0.0176686,0,1.46655e-23,5013,1,0.0555,0.147,0.0555,0
3.74284e-05,2.11988e-07,1.1644,0,100000,4.2488e-05,0,2.11988e-07,0.767,0.233,0,4.56106e-24,100000,298,0.000894361,2.52608,0.0232233,0,9.41112e-26,5143,1,0.057,0.147,0.057,0
3.81428e-05,2.40565e-07,1.1644,0,100000,4.60657e-05,0,2.40565e-07,0.767,0.233,0,3.2607e-24,100000,298,0.000932572,2.52421,0.0280804,0,9.41112e-26,5143,1,0.0585,0.147,0.0585,0
3.88572e-05,2.69141e-07,1.1644,0,100000,4.96434e-05,0,2.69141e-07,0.767,0.233,0,1.96034e-24,100000,298,0.000970782,2.52235,0.0329376,0,9.41112e-26,5143,1,0.06,0.147,0.06,0
3.95716e-05,2.97717e-07,1.1644,0,100000,5.32211e-05,0,2.97717e-07,0.767,0.233,0,6.59981e-25,100000,298,0.00100899,2.52049,0.0377948,0,9.41112e-26,5143,1,0.0615,0.147,0.0615,0
4.06889e-05,1.95648e-06,1.1644,0,100000,0.000113336,0,1.95648e-06,0.767,0.233,0,2.63465e-26,100000,298,0.00120824,2.51827,0.0427245,0,8.84381e-28,5273,1,0.063,0.147,0.063,0
4.21847e-05,5.14642e-06,1.1644,0,100000,0.000226554,0,5.14642e-06,0.767,0.233,0,1.89411e-26,100000,298,0.00155873,2.51571,0.0477222,0,8.84381e-28,5273,1,0.0645,0.147,0.0645,0
4.36805e-05,8.33637e-06,1.1644,0,100000,0.000339772,0,8.33637e-06,0.767,0.233,0,1.15356e-26,100000,298,0.00190923,2.51315,0.05272,0,8.84381e-28,5273,1,0.066,0.147,0.066,0
4.51763e-05,1.15263e-05,1.1644,0,100000,0.000452991,0,1.15263e-05,0.767,0.233,0,4.13004e-27,100000,298,0.00225972,2.5106,0.0577179,0,8.84381e-28,5273,1,0.0675,0.147,0.0675,0
4.78665e-05,1.3206e-05,1.1644,0,100000,0.000563375,0,1.3206e-05,0.767,0.233,0,2.43846e-28,100000,298,0.00258916,2.50882,0.0622852,0,1.10914e-29,5403,1,0.069,0.147,0.069,0
5.18552e-05,1.32442e-05,1.1644,0,100000,0.00067068,0,1.32442e-05,0.767,0.233,0,1.82922e-28,100000,298,0.00289571,2.50789,0.0663847,0,1.10914e-29,5403,1,0.0705,0.147,0.0705,0
5.58439e-05,1.32823e-05,1.1644,0,100000,0.000777985,0,1.32823e-05,0.767,0.233,0,1.21999e-28,100000,298,0.00320226,2.50696,0.0704842,0,1.10914e-29,5403,1,0.072,0.147,0.072,0
5.98325e-05,1.33205e-05,1.1644,0,100000,0.00088529,0,1.33205e-05,0.767,0.233,0,6.10761e-29,100000,298,0.0035088,2.50603,0.0745837,0,1.10914e-29,5403,1,0.0735,0.147,0.0735,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.075,0.147,0.075,0
