x,Curve1
-3.44304,0.797308
-3.06064,0.988911
-2.66022,1.12623
-2.26887,1.27439
-1.87741,1.45515
-1.46807,1.53816
-1.07697,1.59936
-0.704306,1.57897
-0.304466,1.52607
0.0137353,1.53266
