x,Curve1
-0.00200295,2.22686
0.246786,2.25953
0.565651,2.3412
0.891977,2.30309
1.22596,2.22142
1.55986,2.10708
1.86238,1.8784
2.20378,1.66062
2.52189,1.44828
2.84741,1.09982
