x,Curve1
-2.86381,0.930749
-2.53696,1.12151
-2.20233,1.33942
-1.89105,1.56268
-1.5642,1.72632
-1.24514,1.88993
-0.918288,1.93422
-0.59144,1.89713
-0.264591,1.82207
0.0077821,1.79568
