-7.273964590595184687e-02 -1.885667607552662245e-02 2.813215246866964184e-02 1.163807431984836306e-02 2.907316803060539683e-04 -2.262172076677686564e-02 7.580787649301314393e-03 1.257017261486100511e-02 5.963082498371123641e-03 6.697290258691877655e-03 -1.921991206328048461e-03 -8.161007412159434690e-03 1.803709343908645527e-02 -1.860392285509668200e-03 -4.531935329647006697e-03 4.199378116851470479e-03 -3.060351472502993980e-03 7.258704926062073046e-05 -1.096800326915693333e-02 -7.959523581785762610e-04 -2.019417858605012089e-03 -5.386272884053736575e-03 1.297667241381130973e-02 4.221085515999595771e-03 -4.158351553047346001e-03 -7.014306787297081361e-03 4.518130336382407040e-04 7.474826131851234311e-03 8.827448720082297067e-04 6.071284092645447446e-03 -7.187302840109765188e-03 3.709242701376936745e-03 1.482919571728682053e-03 -6.294481975779233664e-03 -7.917204028099582291e-03 -7.615323868919922357e-03 5.778211074836367249e-03 5.616589563596591445e-04 -4.080116543761761264e-03 7.178261512215343941e-04 -6.793031966297274557e-03 -3.673746518671048688e-03 -1.484130655865745782e-03 3.177664634928628980e-05 7.508023838859033839e-04
-7.956253036741980922e-02 1.824690978945762033e-03 -1.672606108875339739e-02 -1.255609965113648092e-02 -3.340652485987483707e-03 -1.103807785138498192e-02 2.468514336557232382e-03 6.457617055133737551e-03 1.162505769042796767e-02 -8.446455830157108269e-03 -9.878079216814305771e-03 -1.850872109775920926e-03 1.229204155029983876e-02 -1.696072536880826112e-03 8.530913720409333961e-03 -8.899018019791083561e-03 1.558790761786040500e-03 -2.624012240862923576e-03 4.472819598398919232e-03 -7.737766625434094360e-03 -4.332277729850099457e-03 6.176253003290931368e-03 3.431281039735094556e-03 4.091546292759995658e-03 -7.902513432860846024e-03 -1.026637201657533416e-02 -7.775660321152193591e-03 -2.421865958946333081e-04 -6.645481779752764918e-03 6.446057814641338590e-03 -1.010298931125439524e-02 -4.700187118635873462e-03 1.157180287999178339e-02 9.251809105034270939e-03 3.263023566622611990e-03 9.200221691234267488e-03 -6.814084333025007510e-04 -8.720195759336453120e-03 -2.051733336547752369e-03 -4.414170301107507230e-03 1.102220048981189353e-02 5.317973424027819945e-04 1.528753331004039815e-03 -1.592825572787921013e-03 5.285651610709119711e-04
-8.297924264012510043e-02 6.122192781237243558e-03 -2.917342448651431136e-02 1.972412824893717692e-02 -2.031278206724333735e-02 1.429981220870145181e-03 7.289584957512900993e-04 7.619584317195930538e-03 1.005310838195255969e-02 -6.802005781620575411e-03 -1.273299054689461599e-02 2.141232540398206510e-03 -4.134580797470279595e-03 9.932560097662617576e-03 -4.946627363341210733e-03 -1.172610339598901055e-02 7.686484575141630873e-04 -2.398871697191517962e-03 -4.476442794879732096e-03 4.850419829948333927e-03 -6.353466249898908529e-04 1.134957177204162088e-02 1.597469090734099069e-03 -9.408791161849427856e-04 1.708794761991937238e-03 1.727892165630985459e-03 -1.087394827961450823e-02 -6.738481152742704060e-03 3.195699761229338440e-03 -3.143261542007852287e-03 1.237589514144055982e-03 -3.226015401509029195e-03 -3.514834546962709600e-03 -4.320861221724711133e-03 1.542137423216935086e-03 -1.124953590943361453e-03 3.964676483357272921e-03 9.221140063981860674e-03 -1.775248945654110677e-03 3.512918532846077448e-03 -8.920408951228385452e-03 9.704594054056768157e-04 -4.871672017682324315e-04 -3.176623693839867452e-04 8.482186398329817981e-03
-8.961809154929556431e-02 -4.071597822183195374e-03 -6.542809215038647604e-03 -1.009568330722655435e-02 -9.081692228270084842e-04 1.118391307577643740e-02 1.912815640533011398e-03 -2.124146977967989510e-03 -9.695092950056261732e-03 2.491772635095737022e-03 2.042176788293819864e-02 -1.500746198594015215e-02 1.047913924215793693e-04 -3.852708509607348226e-04 1.069163313593410017e-05 3.751236818982144278e-04 -7.290176180832406115e-03 1.556036276006851453e-02 1.241870332011445546e-02 -3.836705989952325126e-03 -1.557410316627668703e-03 3.289654395372237482e-03 6.482601992366364592e-03 1.202712993524919158e-02 -2.835164727039436294e-03 9.254769199172509578e-03 6.143444997060983764e-03 -3.261684229186107963e-03 -2.605467896120761129e-03 7.010385178241393053e-03 -5.400855535182195848e-03 5.260822303915644454e-03 5.134581196774472625e-04 1.894840999595005576e-03 9.573737211674698952e-04 6.573486210742156277e-03 9.478182427703036109e-03 8.002474591429739256e-03 -1.835034239034519319e-03 -5.042871552967366326e-03 -2.083205255285261980e-03 -1.181534066788470470e-02 -3.960743763942554257e-03 7.613520069476885973e-04 -1.074767831465283340e-02
-5.803729433629437051e-02 2.639417251826483429e-02 7.481025966055030764e-03 -4.411250750228175831e-03 -1.269338454786842103e-02 -1.717460358757310832e-02 -7.669786322135887027e-03 -1.473147411114335628e-02 5.364828700586486698e-03 1.286603784708397272e-02 -3.350693781655321706e-03 1.052229312162865187e-02 5.657777996328886699e-03 -2.286457449323637744e-02 2.872025466873233922e-03 -3.426261511230105448e-04 2.585588403285911385e-03 -2.298952279695452502e-03 4.993155890894881294e-03 -5.044060820582482556e-03 4.184026875048980736e-03 2.270049760282188012e-03 -6.085340505322290802e-03 1.068624399260874151e-03 1.941130407512217442e-03 -9.628726387764043743e-03 6.382825251541459710e-04 -2.873325770638284014e-03 9.703391674515197615e-03 4.212212876864502350e-04 6.671912885241577202e-04 -7.497881467010789058e-03 -1.086273764224019757e-02 -5.390039082307908000e-03 3.005147950628114101e-03 -1.532903159548471396e-03 3.013282705203442890e-03 9.959428999381529993e-03 4.449350298751490913e-03 -1.277086974716821338e-03 -3.729204295820588797e-03 1.467423233942103354e-03 2.199286948423594709e-04 1.155854395586983956e-03 7.104483980114399124e-04
-8.463907300079361040e-02 3.339599070653398232e-04 2.157420241689274668e-02 -2.011370602261445054e-02 -8.897105405683277540e-03 -1.335850436067263867e-03 1.106116664501160911e-02 -3.949989412794841274e-04 9.063315633338002442e-03 -1.823262215829841298e-02 -1.818016465813236931e-03 3.890223142501555097e-04 -1.880157249120474605e-03 1.547188980322124273e-04 -6.654751741816488861e-03 -5.150186845976597975e-03 9.818337157689198402e-03 1.025080297654631066e-02 -1.237990375943569471e-03 1.794367602609343339e-03 5.130552717674580383e-03 1.714970352672655352e-02 1.333915369737824963e-03 4.119800303186343070e-03 9.367622832726590736e-04 1.159307380750907628e-03 1.285444847843444927e-03 6.850065771083276890e-03 1.098753055812668605e-02 2.309673228579112170e-03 5.858780932247700975e-03 1.480967772460980514e-03 -6.858214073006599527e-03 2.851914386841706336e-03 4.715469866214721389e-03 5.726789391229807590e-03 -3.557972983982563356e-03 -4.490037362199513979e-03 -3.956847739036370611e-03 7.375831911418598806e-03 1.686272713583144341e-03 -6.346366540630428215e-04 -5.248463307003617059e-03 -2.131490434680475415e-03 -3.661734459093362974e-03
-8.396338805284798978e-02 3.022980772026706564e-02 2.201666677871506449e-03 8.160159967963194136e-03 1.242012848728466824e-02 1.876595243802306467e-02 -3.217586806485433701e-03 -2.324982441590195577e-03 1.875945213651087230e-03 -5.634213780662328946e-03 1.481919363243587064e-03 9.418690078476101013e-03 8.543577467129396044e-03 5.490299816472871651e-03 4.796709202543335097e-03 2.424353195769684503e-03 1.142559673832990513e-03 -2.239058373307227078e-03 4.009188205119450406e-03 -1.818284737181666928e-03 3.642015248377117667e-03 -1.065199479967444442e-02 6.083793113006018272e-03 4.916888811461343767e-03 -1.140477895488457502e-02 2.606390708182503187e-03 9.781077602182179989e-03 -4.630167439495203388e-03 1.309070372542327221e-02 1.440687054489278281e-03 -2.566253307125044257e-03 4.029976393635704111e-03 -4.802354783721207721e-03 -2.451332258353707862e-03 1.462219800903245045e-03 -5.282047407309566935e-03 5.389498827661236800e-03 1.254524932448212960e-03 -3.520271068035637184e-03 8.273911775494495122e-03 -1.534316588901490702e-03 -4.733944031450646253e-03 5.664388087967263917e-03 -6.406362991088806590e-04 3.049755141699520087e-03
-7.553576745620664556e-02 -1.992786417061291615e-02 5.940175578026962895e-03 -6.319905950515864596e-03 9.103406976767793035e-03 1.661339687917199508e-03 1.257149666972440585e-02 -8.032568473037156667e-03 2.359892196909188760e-03 -3.149467132534309894e-03 1.296665818693676885e-02 9.863105430207126049e-04 -3.929618085273054416e-03 -1.767970064742429084e-02 1.266638890638372740e-02 -3.467820436696982759e-03 8.585181343030771212e-03 9.804237124649785654e-03 -5.035008414686097632e-03 8.743409849750103345e-04 6.415039005103176546e-03 1.039585721253828351e-03 1.638568319365192247e-03 7.546247660621257201e-03 5.052111868327812186e-03 2.081514031818773765e-03 -1.583878197355417100e-02 -4.502347839510246336e-03 -9.985100130898368759e-03 -4.345977610111397167e-03 5.579374669228981919e-03 -1.863927592210432851e-03 -4.916007399468322369e-04 7.132017829992706552e-03 -1.286358737687904935e-04 -1.165104019889413520e-02 -4.675720648497209454e-04 -7.704034764242063092e-04 -2.174800155822283632e-03 5.002971662712570738e-03 -3.074101763393767561e-03 -2.526996671392234229e-04 4.482010736903406815e-04 5.234215136271183968e-03 -5.157517234802241370e-03
-7.040779278201697577e-02 -1.085783822594153488e-03 -9.511675864298766922e-03 1.135070498412039247e-02 -2.745169929448032856e-02 7.104935886198211759e-03 2.165108292365078117e-03 1.391076305430134254e-02 -3.689070142566854178e-03 3.880260070198563935e-03 1.775476602469537373e-03 -2.805307783426577023e-03 -1.247275066247087970e-02 -1.482505234305748695e-02 5.655742852271062812e-03 1.514437626659288468e-03 1.093914046026639778e-04 -7.288714594799182087e-03 9.637981785532327228e-04 -4.945093280711832483e-03 -4.926026057245714261e-03 1.181636235964431299e-02 3.936845846767697207e-03 1.066894840210738833e-02 1.124720065705690731e-03 1.466740813100866165e-03 3.180190913783813213e-03 6.462151693315276897e-03 6.368551554097717435e-03 -6.933609902443603652e-03 -7.025803371715358750e-03 4.964351979167123561e-04 -2.687180891927219858e-04 -2.333357919593231303e-03 -3.334979589069486400e-03 4.076089385178823486e-03 -5.778203961748271739e-06 4.300311366346050955e-04 2.296531453147928128e-03 -3.915456577210966842e-03 -4.849541017764188305e-03 4.566722017348366289e-03 4.998893121889679686e-03 -3.938143773598159017e-04 -7.294699266516234404e-04
-7.878732359434119370e-02 8.976588783169026781e-03 2.340537060715827677e-02 -4.698753142504238402e-03 -2.733032626030615017e-02 -8.095914643041995581e-03 8.150935481230942459e-04 -2.328186412385569587e-02 -1.142458903273926157e-02 2.194770238577048796e-02 -9.092531055633177803e-03 1.404698376259786580e-02 -7.549592613105101345e-03 1.421207073293018555e-02 -1.610144946026975925e-03 -1.170340455695762557e-03 1.717727978389180926e-02 -6.356812565133180583e-03 2.041398490920589594e-03 3.543898810299979212e-03 1.579397616934444465e-03 -2.830689337859230233e-04 -1.711573915746560049e-03 1.330872228371754798e-02 3.563497817725482918e-03 -8.726421872050719661e-03 1.195180326332115003e-02 -1.113415591615481354e-04 -5.821788429437450493e-03 1.328117488476806066e-03 3.485704918023844936e-05 6.442467607790682699e-03 -1.777767603346229724e-03 -4.982443629204503198e-03 1.064685429322087193e-02 -3.921285290708536285e-03 -3.213433475816850245e-03 -6.442910204635243256e-03 -2.953807087097748418e-03 -1.336681085917520648e-03 2.593403911507642136e-03 -3.519047716423593817e-04 -2.674401321849065490e-03 6.043022679918907958e-03 -4.915221065266596814e-03
