x,Curve1
-2.29967,1.29964
-2.03909,1.49458
-1.78502,1.74368
-1.51792,1.98736
-1.27036,2.22563
-0.996743,2.31769
-0.736156,2.36643
-0.488599,2.24188
-0.221498,2.19856
0.00651466,2.18231
