x,Curve1
-0.0024267,3.18989
0.152976,3.14564
0.350137,3.45922
0.546972,3.39305
0.73364,3.55479
0.930333,3.32588
1.12154,2.73894
1.31311,2.586
1.50923,1.6844
1.71595,1.06483
1.90213,0.662375
