x,Curve1
-1.91177,0.17312
-1.70939,0.530069
-1.52275,0.659255
-1.33063,1.12476
-1.12838,1.34066
-0.931308,1.54574
-0.744574,1.78342
-0.547749,1.70641
-0.361193,1.73794
-0.154044,1.61747
0.00661485,1.66
