x,Curve1
0.0766284,7.39769
0.191571,6.79488
0.329502,5.14602
0.452107,3.1052
0.582375,1.8486
0.704981,0.905817
0.842912,0.328851
0.980843,0.117897
1.10345,-0.0144242
1.22605,0.0101169
1.36398,-0.0439737
1.49425,-0.0456765
1.87739,0.0538903
