0.000000000000000000e+00	3.114594050811451270e-02
8.625247579225352526e-03	3.114667529644385077e-02
1.725049515845070505e-02	3.114340214843135113e-02
2.587574273767605931e-02	3.113478508529642433e-02
3.450085277288732211e-02	3.112543323383215252e-02
4.312623789612676090e-02	3.111808535053879263e-02
5.175162301936619275e-02	3.111381021844084396e-02
6.037666428257042195e-02	3.111060386936738073e-02
6.900204940580986768e-02	3.110759791711100938e-02
7.762743452904929953e-02	3.110419117122045427e-02
8.625247579225352179e-02	3.110031683275668590e-02
9.487786091549295364e-02	3.109597490171970777e-02
1.035029021786971898e-01	3.109089818235338462e-02
1.121282873019366216e-01	3.108528707147482570e-02
1.207536724251760535e-01	3.107920836802305353e-02
1.293787136883802757e-01	3.107272887093709066e-02
1.380040988116197354e-01	3.106571498233889200e-02
1.466291400748239437e-01	3.105823350116747664e-02
1.552545251980633756e-01	3.105028442742284456e-02
1.638799103213028352e-01	3.104193456004402871e-02
1.725049515845070436e-01	3.103298350221394761e-02
1.811303367077464754e-01	3.102349805287161685e-02
1.897553779709507116e-01	3.101341141307800697e-02
1.983807630941901434e-01	3.100272358283313531e-02
2.070061482174295753e-01	3.099143456213698106e-02
2.156311894806338114e-01	3.097974474780664303e-02
2.242565746038732433e-01	3.096718654726891146e-02
2.328819597271127029e-01	3.095362636264572045e-02
2.415070009903169113e-01	3.093966538438834568e-02
2.501323861135563709e-01	3.092503641674066925e-02
2.587574273767605515e-01	3.090900467137334615e-02
2.673828125000000111e-01	3.089290612706700398e-02
2.760081976232394707e-01	3.087520440822391632e-02
2.846332388864436513e-01	3.085683469999053741e-02
2.932586240096831109e-01	3.083786380130586896e-02
3.018836652728873471e-01	3.081715613020641689e-02
3.105090503961267512e-01	3.079651525804599776e-02
3.191344355193662108e-01	3.077353642301950548e-02
3.277594767825704469e-01	3.075075798481010508e-02
3.363848619058099065e-01	3.072550798585657605e-02
3.450085277288732488e-01	3.070032478584207997e-02
3.536359760123239382e-01	3.067300401977861302e-02
3.622599856954225594e-01	3.064488166644676811e-02
3.708874339788732488e-01	3.061602452478560249e-02
3.795114436619718146e-01	3.058449542556320594e-02
3.881354533450704358e-01	3.055430230512142312e-02
3.967629016285211252e-01	3.051903246531331715e-02
4.053869113116197465e-01	3.048489820746873649e-02
4.140109209947183122e-01	3.044889357933130286e-02
4.226383692781690016e-01	3.041008339575458977e-02
4.312623789612676228e-01	3.037287638671460135e-02
4.398863886443661886e-01	3.033045906043023085e-02
4.485138369278168780e-01	3.028777453838974940e-02
4.571378466109154992e-01	3.024689358770308450e-02
4.657652948943662441e-01	3.019833075902791930e-02
4.743893045774647543e-01	3.015097031125529847e-02
4.830133142605633756e-01	3.010548023377552368e-02
4.916407625440141205e-01	3.005137309316082903e-02
5.002647722271127417e-01	2.999860193132674463e-02
5.088887819102112520e-01	2.994803513448065363e-02
5.175162301936619969e-01	2.988898487237769824e-02
5.261402398767606181e-01	2.983000140921376539e-02
5.347642495598591283e-01	2.977302191422075833e-02
5.433916978433098732e-01	2.971076530304433624e-02
5.520157075264083835e-01	2.964450075552608685e-02
5.606397172095071157e-01	2.957977258360553960e-02
5.692671654929577496e-01	2.951671438516075344e-02
5.778911751760563709e-01	2.944209997026369166e-02
5.865186234595070047e-01	2.936908872990335803e-02
5.951426331426056260e-01	2.929828185453102821e-02
