"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000159084,0.00599559,0.00731341,0.00437754,2.79251e-05,-1.2414e-05,0,0.00197935,-0.000879908,0
