"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
2.81445e-05,0.00833214,-0.000662989,-0.0107658,1.96199e-05,2.92636e-06,0,0.00137702,0.000205385,0
