"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000332713,-0.00942476,0.00188483,-0.0101758,1.24155e-05,-5.82894e-06,0,0.000837289,-0.000393099,0
