"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-7.93663e-05,0.00310018,0.00594862,-0.00311074,3.36427e-05,-1.69105e-05,0,0.00233768,-0.00117504,0
