"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000474652,-0.0254776,-0.00174239,0.00530193,3.64041e-05,5.58384e-06,0,0.00253137,0.000388273,0
