"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000291701,-0.00452714,-0.011231,0.00070125,3.13491e-05,-1.37227e-05,0,0.0022432,-0.00098193,0
