"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000160887,0.0091768,0.00124184,0.00778133,1.32547e-05,-2.97537e-06,0,0.000900729,-0.000202192,0
