"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000407318,-0.00352876,-0.0118614,-0.0101058,1.25477e-05,4.03599e-06,0,0.000883403,0.000284149,0
