"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000724481,0.0105058,0.0026329,-0.0091868,3.24097e-05,-1.13875e-05,0,0.00224139,-0.000787536,0
