"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
6.56963e-05,-0.0182153,-0.0131973,-0.00269908,4.66033e-05,-4.37764e-06,0,0.00331448,-0.000311344,0
