"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.00016271,0.0159707,0.00299487,0.000283928,9.06129e-06,-1.18569e-05,0,0.0006208,-0.000812332,0
