"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000109494,-0.00666275,-0.0144027,-0.00324082,1.22699e-05,8.97218e-07,0,0.000860332,6.29106e-05,0
