"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000158498,0.00328708,0.0137916,0.00438142,3.28613e-05,-9.55447e-06,0,0.00229865,-0.000668336,0
