"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.00040258,-0.00255754,-0.0235451,-0.00691432,9.74015e-06,-2.07816e-06,0,0.00067568,-0.000144163,0
