"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000637772,0.01328,0.00203672,0.00713828,1.71125e-05,3.79683e-06,0,0.00118235,0.000262333,0
