"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000570513,0.027382,-0.00266791,0.00968238,2.76459e-05,-7.10495e-06,0,0.00192877,-0.00049569,0
