"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000123258,-0.00890109,0.00963994,0.00732241,5.79477e-06,-3.12689e-06,0,0.000393785,-0.000212488,0
