"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.00240468,0.00459869,0.00238223,-0.0670743,5.67593e-06,-4.93915e-06,0,0.000384817,-0.000334864,0
