"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000202687,-0.00180816,0.00939714,0.000404068,2.20041e-05,-8.9588e-06,0,0.0015462,-0.000629523,0
