"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
0.000360803,0.00157403,-0.0110544,0.00564352,2.42248e-05,-1.15153e-05,0,0.00169777,-0.000807035,0
