"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
8.99844e-05,0.00459821,-0.00392611,0.00387021,1.32949e-05,-1.81048e-05,0,0.000925998,-0.00126101,0
