"Lz","data:0","data:1","data:2","ptsvec:0","ptsvec:1","ptsvec:2","Points:0","Points:1","Points:2"
-0.000164973,-0.000964904,-0.00129788,-0.00451448,2.00433e-05,-4.49351e-06,0,0.0013957,-0.000312902,0
