0.000000000000000000e+00	1.000000000000000000e+00
4.761891428589205832e-02	9.983454057432804563e-01
9.523782857178411665e-02	9.933301467073574198e-01
1.428570539683724772e-01	9.849664791459842306e-01
1.904759682542645216e-01	9.734970768834796395e-01
2.380948825401565938e-01	9.588778174063314896e-01
2.857137968260486383e-01	9.415254133421577798e-01
3.333333333333333148e-01	9.216040984912551304e-01
3.809519365085290432e-01	8.993222291674325408e-01
4.285705396837248271e-01	8.750989692490592775e-01
4.761891428589206110e-01	8.486744861565612696e-01
5.238077460341163949e-01	8.207988626196516257e-01
5.714263492093121233e-01	7.916093686803690188e-01
6.190480634914707903e-01	7.614540819453126108e-01
6.666666666666666297e-01	7.303893811817478987e-01
7.142852698418623580e-01	6.979519799977939032e-01
7.619038730170580864e-01	6.655341888198453848e-01
8.095224761922539258e-01	6.331972889166698204e-01
8.571410793674496542e-01	5.996077998798886588e-01
9.047596825426453826e-01	5.666262210292801749e-01
9.523782857178412220e-01	5.334975671336298353e-01
1.000000000000000000e+00	5.005968795577943053e-01
1.047618603175195728e+00	4.678751332867595036e-01
1.095237206350391457e+00	4.353764508340379757e-01
1.142855809525587185e+00	4.030444534323638361e-01
1.190474412700783136e+00	3.716390288144525433e-01
1.238093015875978864e+00	3.404321555073476779e-01
1.285711619051174592e+00	3.109313527227267615e-01
1.333330222226370321e+00	2.851074260641491276e-01
1.380951936508528988e+00	2.600164233800295599e-01
1.428570539683724716e+00	2.438308146731869852e-01
1.476189142858920444e+00	2.356534421688666614e-01
1.523807746034116173e+00	2.272505545954823514e-01
1.571426349209311901e+00	2.244683849934428765e-01
1.619044952384507852e+00	2.244781899964457261e-01
1.666663555559703580e+00	2.244365187336838374e-01
1.714282158734899308e+00	2.245811425279748419e-01
1.761903873017058197e+00	2.249733426480861886e-01
1.809522476192253926e+00	2.253630915174467397e-01
1.857141079367449654e+00	2.257356816315524983e-01
1.904759682542645383e+00	2.260715029843978208e-01
1.952378285717840889e+00	2.263950680834895535e-01
1.999996888893036839e+00	2.267161819318307125e-01
2.047615492068232346e+00	2.269735632606536824e-01
2.095234095243428296e+00	2.271181870549447979e-01
2.142855809525586963e+00	2.272603595984850899e-01
2.190474412700782914e+00	2.274000808912747806e-01
2.238093015875978420e+00	2.275103871750560613e-01
2.285711619051174370e+00	2.275103871750560613e-01
