x,Curve1
0.00725198,3.60221
0.147063,3.70062
0.354232,3.79939
0.540891,3.6485
0.73275,3.47595
0.924768,3.11894
1.12718,2.72944
1.31407,2.30731
1.52166,1.91784
1.70861,1.43061
1.90589,0.975981
