0.000000000000000000e+00	3.469680000000000319e+00
7.653061224489796088e-02	3.405947999999999976e+00
1.530612244897959218e-01	3.230021999999999949e+00
2.295918367346938549e-01	2.970377999999999741e+00
3.061224489795918435e-01	2.663514000000000159e+00
3.826530612244897767e-01	2.336117999999999917e+00
4.591836734693877098e-01	2.009921999999999986e+00
5.357142857142858094e-01	1.844802000000000053e+00
6.122448979591836871e-01	1.492469999999999963e+00
6.887755102040816757e-01	1.307495999999999992e+00
7.653061224489795533e-01	1.122054000000000107e+00
8.418367346938776530e-01	9.388620000000000854e-01
9.183673469387754196e-01	7.634339999999999460e-01
9.948979591836735192e-01	5.998470000000000191e-01
1.071428571428571619e+00	4.517267999999999839e-01
1.147959183673469274e+00	3.218003999999999865e-01
1.224489795918367374e+00	2.129628000000000076e-01
1.301020408163265252e+00	2.129628000000000076e-01
1.377551020408163351e+00	1.282691999999999999e-01
1.454081632653061229e+00	1.282691999999999999e-01
1.530612244897959107e+00	6.758279999999999843e-02
1.607142857142857206e+00	2.781684000000000240e-02
1.683673469387755306e+00	2.781684000000000240e-02
1.760204081632653184e+00	6.775080000000000165e-03
1.836734693877550839e+00	6.775080000000000165e-03
1.913265306122448939e+00	4.771308000000000363e-04
1.989795918367347038e+00	4.771308000000000363e-04
2.066326530612244916e+00	4.771308000000000363e-04
2.142857142857143238e+00	4.683353999999999917e-06
2.219387755102040671e+00	4.683353999999999917e-06
2.295918367346938549e+00	4.683353999999999917e-06
2.372448979591836871e+00	2.094084000000000066e-08
2.448979591836734748e+00	2.094084000000000066e-08
2.525510204081633070e+00	7.811640000000000024e-11
2.602040816326530503e+00	7.811640000000000024e-11
2.678571428571428381e+00	7.811640000000000024e-11
2.755102040816326703e+00	7.811640000000000024e-11
2.831632653061224580e+00	2.440643999999999874e-13
2.908163265306122458e+00	2.440643999999999874e-13
2.984693877551020780e+00	2.440643999999999874e-13
3.061224489795918213e+00	6.366000000000000300e-16
3.137755102040816535e+00	6.366000000000000300e-16
3.214285714285714413e+00	6.366000000000000300e-16
3.290816326530612290e+00	6.366000000000000300e-16
3.367346938775510612e+00	1.382441999999999966e-18
3.443877551020408490e+00	1.382441999999999966e-18
3.520408163265306367e+00	1.382441999999999966e-18
3.596938775510203801e+00	1.382441999999999966e-18
3.673469387755101678e+00	2.493845999999999767e-21
3.750000000000000000e+00	2.493845999999999767e-21
3.826530612244897878e+00	2.493845999999999767e-21
3.903061224489795755e+00	2.493845999999999767e-21
3.979591836734694077e+00	2.493845999999999767e-21
4.056122448979592399e+00	3.730278000000000031e-24
4.132653061224489832e+00	3.730278000000000031e-24
4.209183673469388154e+00	3.730278000000000031e-24
4.285714285714286476e+00	3.730278000000000031e-24
4.362244897959183909e+00	3.730278000000000031e-24
4.438775510204081343e+00	4.621157999999999938e-27
4.515306122448979664e+00	4.621157999999999938e-27
4.591836734693877098e+00	4.621157999999999938e-27
4.668367346938775420e+00	4.621157999999999938e-27
4.744897959183673741e+00	4.621157999999999938e-27
4.821428571428571175e+00	4.737390000000000504e-30
4.897959183673469497e+00	4.737390000000000504e-30
4.974489795918367818e+00	4.737390000000000504e-30
5.051020408163266140e+00	4.737390000000000504e-30
5.127551020408163573e+00	4.737390000000000504e-30
5.204081632653061007e+00	4.737390000000000504e-30
5.280612244897959329e+00	4.001369999999999993e-33
5.357142857142856762e+00	4.001369999999999993e-33
5.433673469387755084e+00	4.001369999999999993e-33
5.510204081632653406e+00	4.001369999999999993e-33
5.586734693877550839e+00	4.001369999999999993e-33
5.663265306122449161e+00	4.001369999999999993e-33
5.739795918367347483e+00	4.001369999999999993e-33
5.816326530612244916e+00	1.656635999999999926e-35
5.892857142857143238e+00	1.656635999999999926e-35
5.969387755102041559e+00	1.656635999999999926e-35
6.045918367346938993e+00	1.656635999999999926e-35
6.122448979591836427e+00	1.656635999999999926e-35
6.198979591836734748e+00	1.656635999999999926e-35
6.275510204081633070e+00	1.656635999999999926e-35
6.352040816326530503e+00	1.226207999999999892e-37
6.428571428571428825e+00	1.226207999999999892e-37
6.505102040816327147e+00	1.226207999999999892e-37
6.581632653061224580e+00	1.226207999999999892e-37
6.658163265306122902e+00	1.226207999999999892e-37
6.734693877551021224e+00	1.226207999999999892e-37
6.811224489795918657e+00	1.226207999999999892e-37
6.887755102040816979e+00	1.226207999999999892e-37
6.964285714285715301e+00	1.226207999999999892e-37
7.040816326530612734e+00	1.311491999999999797e-39
7.117346938775511056e+00	1.311491999999999797e-39
7.193877551020407601e+00	1.311491999999999797e-39
7.270408163265305923e+00	1.311491999999999797e-39
7.346938775510203357e+00	1.311491999999999797e-39
7.423469387755101678e+00	1.311491999999999797e-39
7.500000000000000000e+00	1.311491999999999797e-39
7.576530612244897434e+00	1.311491999999999797e-39
