-1.021311702802168153e-01 -1.003560163155028939e-02 2.628610138016121076e-02 -1.055181619102852318e-02 -4.981249908908847585e-03 1.281569215215844475e-03 -2.014150047394401219e-02 -6.939460187884935634e-03 -2.568217851839052230e-03 -2.332430038611270785e-03 -2.194363589356633330e-03 -6.481038684915166846e-03 3.221007761315802624e-03 -1.787869025227758688e-02 7.605454559951071829e-04 -4.940628590121206969e-03 1.324507538309870579e-03 8.291483361199856149e-04 -1.139954179284592911e-04 6.869379460797675734e-04 -4.401520523324715939e-03 1.224127987961889236e-02 -2.127092969873201848e-03 -3.518811005633088775e-03 -8.736855534773525778e-03 3.066921366559519514e-03 -1.251802404488820903e-03 -2.451219397590232579e-03 -8.486850110014767037e-03 8.614558755960519468e-03 4.955828136337420316e-03 5.178439028596123692e-03 -6.274738641095697553e-03 -2.994204250589974428e-03
-1.028891295077071777e-01 -1.252409787513766859e-02 -2.683496429436046677e-03 -3.319746397112452885e-03 1.546665529695802170e-02 1.786446929144918250e-03 2.723802420836392638e-03 -1.006847009464448793e-02 -6.085028557948078502e-03 2.485795471934292705e-03 -3.174289707455631680e-03 -6.899141264354330220e-03 1.038497100769439699e-02 2.752651102778452472e-03 3.234812730373342639e-03 3.932118221558310832e-03 1.249250552794642193e-02 1.432850642077140683e-02 -3.150045565811360193e-03 -5.862605469760437914e-03 -3.173733622445166352e-03 -1.091977635311493222e-02 -1.378401357567358553e-03 7.558654983401826922e-04 -3.721817394061224717e-03 -9.807139943314906530e-04 1.313978898410576119e-03 -3.359100452660713013e-03 2.078851756678458222e-03 -9.548202495094264622e-03 2.293711099263975872e-03 2.007159144425345494e-03 1.082861422954629026e-02 6.169579441814346948e-03
-1.011756992405458688e-01 -1.172945086502368527e-02 1.042784212215380063e-02 1.032939141258196409e-03 -1.905981456518935149e-02 -8.029044677216922235e-03 -1.257360294725871734e-02 -3.155859286119624095e-03 -1.444212510944490550e-03 8.437252562074950071e-03 6.330565442405044693e-03 -9.294090535208110113e-03 7.803413745395530602e-04 1.389659260736049191e-03 2.265079547669846243e-03 6.262523698024737712e-03 4.107055113693687358e-03 1.194936036126694910e-03 -8.293603629274526453e-05 5.474151100394751557e-03 -5.013333307069470571e-03 2.034941882589109616e-03 6.156322403695651223e-03 -5.807419326911209337e-03 1.294040460747850020e-03 -1.528467190596673577e-03 -8.195618065965103172e-03 1.238845788093456517e-03 1.009124851393206285e-03 -3.495861297867897295e-03 6.159823030771112038e-04 -1.462532810409600216e-03 1.087835106532282145e-02 7.674027867182265164e-03
-1.011948993751608517e-01 -3.050006324703468524e-02 2.860361290999357490e-03 -3.954630245806637842e-03 1.012351788202371303e-02 4.123935495534029189e-03 -4.039672619846479927e-03 -6.960315925565474266e-06 -5.939634800992113842e-03 -5.781428874687359783e-03 6.383832125099083744e-03 -1.087652755732777463e-02 -3.074309970759582858e-03 -7.293807302901094206e-03 -1.509482358622214098e-03 5.510302848549144920e-03 -4.082736112901436468e-03 -8.585076962566700470e-03 9.804913476259531982e-03 -7.944582471266723941e-03 -1.051221516963950350e-03 7.598706977174019212e-04 -5.666553834639878433e-03 -4.976508387169032224e-03 -5.583935981983785025e-03 6.510237676692038440e-04 4.508150631014574625e-03 -8.445111686765529799e-03 4.746532984846429590e-03 -4.579087881642929800e-04 7.017844965148168496e-03 -3.122417610530234602e-03 2.483910096859407411e-03 1.822705264146226144e-03
-9.957794749744733331e-02 -3.320052021922719615e-02 -3.861804345486909412e-04 2.061400959039947495e-02 5.421316669360210297e-03 -8.911848471362624272e-03 -8.224899960634713195e-03 8.574263181731676953e-03 1.344790929482089434e-02 1.495985713358876507e-02 7.354393359927520815e-03 -9.851281783177767357e-03 4.956479294668181095e-03 1.944003803828921314e-03 3.071710339695714765e-03 8.953265628242874571e-03 -7.769225607184054166e-03 1.642662579608646480e-03 8.117861147599899187e-04 -2.045405112964502128e-02 6.926112876233742575e-03 1.089991836031225202e-02 3.769185978914087361e-03 -4.097450805812775758e-03 1.130332841942222402e-02 -4.832595234422066253e-03 -3.851376746124261438e-03 -5.159977161834221858e-03 -1.816457960089740403e-03 -5.583518961677647226e-03 -6.066337563301945658e-03 2.982667205909409359e-03 1.956801670538762356e-04 1.643100820638854220e-04
-1.006519193775322618e-01 -9.143427254495462009e-03 1.823671901690409117e-02 -6.906833735157475070e-03 -6.746057578357651449e-03 -3.835612428763366354e-03 -9.913792927493560517e-03 9.380965969690556808e-03 3.664996821475562713e-03 3.089548960886438246e-03 -8.232119136276937199e-03 -5.980676335511077128e-03 1.373196392965167056e-03 1.011530426624250231e-02 6.245832007343673185e-03 -2.589564004529042868e-03 1.220982170670853115e-02 4.182418846747224667e-03 -6.432349726314355413e-03 6.643095351937900600e-03 -6.563027071592613705e-03 7.471647185700452942e-03 -1.108102803403380673e-02 1.250157445158262470e-03 3.671488760220318216e-03 1.036636705219145908e-02 -6.350146943673462378e-03 8.555094124679397515e-04 8.338372395433823418e-04 -1.736357600948181630e-03 9.785270596672317883e-03 7.535001112579492975e-03 6.059654003802188637e-04 3.776979737364357260e-03
-9.786689964748630788e-02 -5.513440513016536898e-03 -3.937548686471515832e-03 -9.623897629889605065e-03 1.087829272449651781e-02 7.070558496460186554e-03 -1.360399933581642748e-03 -2.667513364203097197e-03 -3.515432385211183456e-03 1.332432235967610963e-02 -1.865070152505337491e-03 4.369118538673335932e-03 -7.477273610132814489e-03 -7.444738428186639147e-03 1.310819503114045177e-03 2.820023226913895720e-03 -1.144597427939723217e-02 -7.350775983501924146e-04 -4.692791763148624999e-03 9.877188945784121446e-03 -3.480494394905940514e-04 -3.921785324876509056e-03 -5.171029275547978045e-04 -3.269148771245670559e-03 1.976548673967291653e-04 -4.535649269963771060e-03 -5.568975224442866516e-03 3.508002031407627883e-03 7.531159248497246161e-03 3.096454957643874142e-03 2.213501281423999219e-03 -1.398951943680814061e-02 3.258252045679769972e-03 2.940954282426650607e-03
-1.083048846026713058e-01 -1.560423259503001744e-02 4.707905929000793036e-03 -6.272543141275289426e-03 7.004813909647230295e-03 1.735211429475283160e-02 -1.143688755094890604e-02 4.478614424972864744e-03 -8.539061065604191050e-03 -3.350803221507437681e-03 -1.398266936656877152e-02 7.920886946335652448e-03 -4.740679006622085939e-03 4.974670113593704368e-03 -9.679675347824897788e-03 2.030632826011656740e-03 -6.274087548848342015e-03 7.115993906932071254e-03 2.060880079398849218e-03 2.688962144909727049e-03 2.656465111153070036e-03 1.209197887983252430e-03 4.716840341068657613e-03 -3.883508654833734905e-03 -7.405717069066031569e-03 5.864126232380829744e-03 -2.990913444816681744e-03 -5.085997337810478462e-04 -5.067025274003262962e-03 -4.927947961521521487e-03 -9.099936928808623204e-03 2.656672857988199264e-03 9.438854121296819805e-03 -9.394946186398484694e-03
-9.464308849071573215e-02 -7.558515055511407128e-03 -9.546233137091285695e-03 -6.243297023970162743e-03 8.205853180163339908e-03 -1.427264446816619257e-02 6.092454844416574609e-03 8.067530606644408159e-03 2.292904615535939009e-02 -5.982062255308963870e-03 -2.783713761676583943e-03 9.398505356134108021e-03 3.730888036157212553e-03 2.296668098535183892e-03 1.150618097618321192e-02 -5.019806301856788618e-03 -7.550945787291596378e-03 -3.918889702983633164e-03 -1.301094649796051637e-03 6.750396873156866775e-03 6.538630207391140856e-03 6.690297904437506223e-03 4.248719823470399268e-03 2.195102936004105811e-03 -1.524204979615853030e-02 2.492163686692873501e-03 -8.361948093513724449e-04 6.174538194090159991e-03 -7.934723976058892861e-03 -4.559260434040557711e-03 6.895984094828304899e-03 2.178927992460992936e-03 -2.508273934896708759e-04 6.205518951773091908e-03
-1.021298264543391843e-01 -3.500582551019358526e-03 -2.162737921904588426e-02 -6.982393728754321578e-03 -8.301891896321224318e-03 2.947414229533087924e-05 -1.444598120278837647e-02 1.774985670558955559e-03 -5.185591917098317238e-03 2.098007261853529568e-04 6.581412577462251653e-03 8.648823610477194765e-03 -2.371421904905035918e-02 -1.637899858741687781e-02 7.813337442770003013e-03 -1.320263384853856208e-04 -3.327337252111477617e-03 6.780447582014731758e-03 -1.005132932553716961e-02 -2.719196151064527320e-03 4.601122217726301422e-03 -1.111853169710183483e-04 4.646920949943384067e-03 9.950377479937452460e-03 5.709120725869214381e-03 1.654759931720628172e-02 -4.735074864509379589e-03 -7.070459598842812436e-03 9.245767141268563041e-03 3.387665374654224085e-03 6.134205162760341876e-03 2.166761813720318244e-04 1.372461648326327903e-03 -1.441346640723737988e-03
