"kappa","mut","rho","CO2","pd","k","H2O","alphat","N2","O2","dQ","aC3H6O","p","T","epsilon","U:0","U:1","U:2","flux","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.000622609,0.00493109,1.19362,0,100021,3.43765,0,0.00493109,0.758931,0.230479,0,0.0105904,100000,292.262,257.53,8.3186,0,0,0.104509,148,1,0,0.25,0,0
0.000619471,0.00494237,1.1931,0,100021,3.42995,0,0.00494237,0.759039,0.230513,0,0.0104482,100000,292.366,255.669,8.25694,0.025015,0.00109114,0.10229,2148,1,0.00214489,0.25,0.00214286,9.34701e-05
0.000621816,0.00493391,1.19218,0,100021,3.43969,0,0.00493391,0.759276,0.230587,0,0.0101376,100000,292.546,257.364,8.09708,0.0479147,0.00209001,0.0969802,4348,1,0.00428979,0.25,0.00428571,0.00018694
0.000624633,0.00491686,1.19081,0,100021,3.44734,0,0.00491686,0.759641,0.2307,0,0.00965898,100000,292.812,259.108,7.84552,0.0672632,0.00293398,0.0892017,5948,1,0.00643468,0.25,0.00642857,0.00028041
0.00062501,0.00487858,1.18907,0,100021,3.42762,0,0.00487858,0.76011,0.230847,0,0.00904331,100000,293.15,257.783,7.52059,0.081709,0.0035641,0.0803718,6948,1,0.00857958,0.25,0.00857143,0.00037388
0.00062104,0.0048069,1.18706,0,100021,3.36158,0,0.0048069,0.760657,0.231018,0,0.00832496,100000,293.54,251.216,7.14113,0.0907647,0.0039591,0.0704635,7748,1,0.0107245,0.25,0.0107143,0.000467351
0.000611793,0.0046918,1.18487,0,100021,3.23834,0,0.0046918,0.761257,0.231206,0,0.00753738,100000,293.965,238.411,6.72528,0.0943002,0.00411332,0.0612479,8348,1,0.0128694,0.25,0.0128571,0.000560821
0.000596951,0.00452486,1.18258,0,100021,3.05356,0,0.00452486,0.761888,0.231403,0,0.00670899,100000,294.411,219.38,6.28853,0.0923798,0.00402955,0.0506639,8948,1,0.0150143,0.25,0.015,0.000654291
0.000576944,0.00430318,1.18026,0,100021,2.81259,0,0.00430318,0.762531,0.231604,0,0.00586547,100000,294.864,195.334,5.84466,0.0855742,0.00373269,0.0391584,9548,1,0.0171592,0.25,0.0171429,0.000747761
0.000552153,0.00402385,1.17797,0,100021,2.5228,0,0.00402385,0.76317,0.231803,0,0.00502651,100000,295.314,167.762,5.40439,0.0743728,0.0032441,0.031337,9948,1,0.0193041,0.25,0.0192857,0.000841231
0.000523197,0.00368884,1.17574,0,100021,2.19671,0,0.00368884,0.763794,0.231998,0,0.00420777,100000,295.752,138.507,4.97609,0.0595868,0.00259914,0.0237272,10348,1,0.0214489,0.25,0.0214286,0.000934701
0.000490434,0.00330063,1.1736,0,100021,1.84644,0,0.00330063,0.764394,0.232185,0,0.00342077,100000,296.173,109.17,4.56595,0.0419807,0.00183117,0.0201016,10548,1,0.0235938,0.25,0.0235714,0.00102817
0.000453409,0.00285703,1.1716,0,100021,1.48377,0,0.00285703,0.764958,0.232362,0,0.00268048,100000,296.569,81.3881,4.18206,0.0222116,0.000968854,0.0134136,10948,1,0.0257387,0.25,0.0257143,0.00112164
0.000412158,0.00237001,1.16972,0,100021,1.12162,0,0.00237001,0.765486,0.232527,0,0.00198758,100000,296.94,55.9721,3.82459,0.00140325,6.12091e-05,0.00772826,11348,1,0.0278836,0.25,0.0278571,0.00121511
0.000364647,0.00183782,1.16806,0,100021,0.778025,0,0.00183782,0.765957,0.232674,0,0.00136875,100000,297.272,34.798,3.50812,-0.0197279,-0.000860518,0.00536698,11548,1,0.0300285,0.25,0.03,0.00130858
0.000310114,0.00128042,1.16661,0,100021,0.469611,0,0.00128042,0.766368,0.232802,0,0.000829897,100000,297.56,18.2684,3.23601,-0.039323,-0.00171525,0.00337239,11748,1,0.0321734,0.25,0.0321429,0.00140205
0.000245506,0.000719172,1.16545,0,100021,0.218701,0,0.000719172,0.7667,0.232906,0,0.000393787,100000,297.792,7.10643,3.02112,-0.0557743,-0.00243284,0.00176679,11948,1,0.0343183,0.25,0.0342857,0.00149552
0.000171716,0.000255339,1.16471,0,100021,0.0618934,0,0.000255339,0.766912,0.232972,0,0.000115034,100000,297.939,1.60568,2.88954,-0.0650918,-0.00283926,0.000598594,12148,1,0.0364632,0.25,0.0364286,0.00158899
8.44076e-05,3.87612e-05,1.16444,0,100021,0.00737737,0,3.87612e-05,0.766989,0.232997,0,1.4288e-05,100000,297.993,0.150732,2.84652,-0.0654075,-0.00285304,6.73734e-05,12348,1,0.0386081,0.25,0.0385714,0.00168246
2.51601e-05,2.80822e-06,1.1644,0,100021,0.000457355,0,2.80822e-06,0.766999,0.233,0,8.80545e-07,100000,298,0.00789552,2.84477,-0.062414,-0.00272246,1.23922e-06,12548,1,0.040753,0.25,0.0407143,0.00177593
1.27848e-05,2.93089e-07,1.1644,0,100021,3.72023e-05,0,2.93089e-07,0.767,0.233,0,2.70428e-08,100000,298,0.000496386,2.84816,-0.0597076,-0.00260441,9.55283e-09,12748,1,0.0428979,0.25,0.0428571,0.0018694
1.13701e-05,2.11532e-07,1.1644,0,100021,2.58018e-05,0,2.11532e-07,0.767,0.233,0,3.70046e-10,100000,298,0.000329842,2.8516,-0.0572121,-0.00249556,6.14746e-11,12948,1,0.0450428,0.25,0.045,0.00196287
1.13558e-05,2.11223e-07,1.1644,0,100021,2.575e-05,0,2.11223e-07,0.767,0.233,0,3.79252e-12,100000,298,0.000329001,2.85476,-0.0549728,-0.00239788,3.32272e-13,13148,1,0.0471877,0.25,0.0471429,0.00205634
1.13848e-05,2.12964e-07,1.1644,0,100021,2.59232e-05,0,2.12964e-07,0.767,0.233,0,2.99167e-14,100000,298,0.00033072,2.85768,-0.0529146,-0.0023081,1.52436e-15,13348,1,0.0493326,0.25,0.0492857,0.00214981
1.14533e-05,2.17884e-07,1.1644,0,100021,2.6382e-05,0,2.17884e-07,0.767,0.233,0,1.87643e-16,100000,298,0.000334824,2.86038,-0.0510077,-0.00222493,5.9706e-18,13548,1,0.0514775,0.25,0.0514286,0.00224328
1.16078e-05,2.29943e-07,1.1644,0,100021,2.74769e-05,0,2.29943e-07,0.767,0.233,0,2.11822e-17,100000,298,0.000344189,2.86283,-0.0493218,-0.00215138,5.9706e-18,13548,1,0.0536224,0.25,0.0535714,0.00233675
1.20935e-05,2.75529e-07,1.1644,0,100021,3.13759e-05,0,2.75529e-07,0.767,0.233,0,3.39363e-19,100000,298,0.000375466,2.86503,-0.0477237,-0.00208168,2.00441e-20,13748,1,0.0557673,0.25,0.0557143,0.00243022
1.30646e-05,3.96294e-07,1.1644,0,100021,4.08443e-05,0,3.96294e-07,0.767,0.233,0,2.06691e-21,100000,298,0.000446511,2.86705,-0.0462609,-0.00201787,5.80336e-23,13948,1,0.0579122,0.25,0.0578571,0.00252369
1.45614e-05,6.01417e-07,1.1644,0,100021,5.65089e-05,0,6.01417e-07,0.767,0.233,0,1.03244e-22,100000,298,0.000561486,2.8689,-0.0449454,-0.00196049,5.80336e-23,13948,1,0.0600571,0.25,0.06,0.00261716
1.75071e-05,1.32988e-06,1.1644,0,100021,0.000104794,0,1.32988e-06,0.767,0.233,0,3.45241e-24,100000,298,0.000880157,2.87049,-0.0436719,-0.00190494,1.47217e-25,14148,1,0.0622019,0.25,0.0621429,0.00271063
2.08658e-05,2.58651e-06,1.1644,0,100021,0.000181716,0,2.58651e-06,0.767,0.233,0,1.70829e-26,100000,298,0.00135682,2.87194,-0.0424907,-0.00185342,3.43167e-28,14348,1,0.0643468,0.25,0.0642857,0.0028041
2.48211e-05,4.7242e-06,1.1644,0,100021,0.000306026,0,4.7242e-06,0.767,0.233,0,4.14518e-27,100000,298,0.00209284,2.87319,-0.0414678,-0.0018088,3.43167e-28,14348,1,0.0664917,0.25,0.0664286,0.00289757
2.82628e-05,7.85476e-06,1.1644,0,100021,0.00047883,0,7.85476e-06,0.767,0.233,0,3.13123e-29,100000,298,0.00307296,2.87423,-0.0404526,-0.00176452,8.17577e-31,14548,1,0.0686366,0.25,0.0685714,0.00299104
3.14667e-05,1.1445e-05,1.1644,0,100021,0.000674087,0,1.1445e-05,0.767,0.233,0,2.72716e-30,100000,298,0.0041661,2.87516,-0.0394411,-0.0017204,8.17577e-31,14548,1,0.0707815,0.25,0.0707143,0.00308451
3.53004e-05,1.04524e-05,1.1644,0,100021,0.000789528,0,1.04524e-05,0.767,0.233,0,6.29322e-32,100000,298,0.00480328,2.87563,-0.0386071,-0.00168402,2.20807e-33,14748,1,0.0729264,0.25,0.0728571,0.00317798
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0750713,0.25,0.075,0.00327145
