x,Curve1
-0.0701623,2.62549
0.200909,2.5774
0.45889,2.61607
0.729915,2.58968
0.987593,2.76941
1.24564,2.77553
1.53031,2.40741
1.75656,2.20187
2.01568,1.7089
2.26789,1.43291
