x,Curve1
-2.2659,0.644848
-2.01463,0.802854
-1.75094,1.18874
-1.49955,1.2925
-1.23541,1.46681
-1.00979,1.55422
-0.738711,1.50071
-0.474232,1.5177
-0.215877,1.38278
0.022878,1.36173
