-5.474269999999999831e-03	1.806510000000000060e+00
2.943279999999999785e-01	1.871609999999999996e+00
6.942629999999999635e-01	1.893310000000000048e+00
1.085190000000000099e+00	1.887880000000000003e+00
1.476199999999999957e+00	1.855329999999999924e+00
1.867499999999999938e+00	1.725139999999999896e+00
2.231609999999999872e+00	1.567809999999999926e+00
2.641300000000000203e+00	1.372509999999999897e+00
3.051039999999999974e+00	1.155520000000000103e+00
3.451649999999999885e+00	9.547919999999999741e-01
