x,Curve1
-3.03625,0.869565
-2.63746,0.755435
-2.26586,0.956522
-1.86707,1.07609
-1.47734,1.20652
-1.09668,1.28261
-0.706949,1.20652
-0.317221,1.17935
0.0181269,1.21196
