"pd","pMean","TMean","N2","pPrime2Mean","kappa","rho","CO2","k","O2","aC3H6OMean","alphat","aC3H6OPrime2Mean","dQ","aC3H6O","p","T","mut","TPrime2Mean","H2O","epsilon","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","flux","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
100003,100000,293.162,0.76123,0.00561333,0.000474059,1.18824,0,3.50055,0.231244,0.00747603,0.00525267,6.99768e-08,0,0.0075258,100000,293.131,0.00525267,0.0278097,0,249.492,8.14809,0,0,8.12843,0,0,0.0270772,0,0,0,0,0,0.0722777,1,0,0.25,0,0
100003,100000,293.212,0.761254,0.00561333,0.000470951,1.18805,0,3.49001,0.231251,0.00743781,0.00527061,6.9389e-08,0,0.00749431,100000,293.174,0.00527061,0.0273472,0,247.135,8.132,0.00947183,0,8.11217,0.00905298,0,0.0268585,1.278e-05,2.43623e-08,1.60342e-05,0,0,0.0717675,1,0.00075,0.25,0.00075,0
100003,100000,293.257,0.761286,0.00561333,0.000468745,1.18786,0,3.48601,0.231261,0.00739285,0.00528854,6.69844e-08,0,0.0074525,100000,293.216,0.00528854,0.0260559,0,245.704,8.1059,0.0186482,0,8.08636,0.0177982,0,0.0263086,6.56616e-05,1.25169e-07,2.42368e-05,0,0,0.0711173,1,0.0015,0.25,0.0015,0
100003,100000,293.306,0.761329,0.00561333,0.000467667,1.18763,0,3.4854,0.231274,0.0073355,0.00529882,6.42002e-08,0,0.00739682,100000,293.262,0.00529882,0.0247052,0,245.099,8.06842,0.0276132,0,8.0493,0.0263476,0,0.025467,0.000104787,1.99754e-07,2.06693e-05,0,0,0.0702447,1,0.00225,0.25,0.00225,0
100003,100000,293.362,0.761384,0.00561333,0.000467191,1.18736,0,3.48663,0.231291,0.00726422,0.00530488,6.13574e-08,0,0.00732502,100000,293.318,0.00530488,0.0234472,0,244.938,8.01914,0.0362911,0,8.0005,0.0346512,0,0.0243673,0.000169983,3.24035e-07,6.74596e-07,0,0,0.0691303,1,0.003,0.25,0.003,0
100003,100000,293.426,0.76145,0.00561333,0.000467177,1.18705,0,3.48877,0.231311,0.00717862,0.00530687,5.80801e-08,0,0.00723874,100000,293.382,0.00530687,0.0220404,0,245.082,7.95808,0.0445751,0,7.94019,0.0426266,0,0.0230547,0.000251643,4.79701e-07,-3.73378e-05,0,0,0.0678031,1,0.00375,0.25,0.00375,0
100003,100000,293.498,0.761527,0.00561333,0.000467477,1.1867,0,3.49086,0.231335,0.00707888,0.00530502,5.44207e-08,0,0.00713807,100000,293.455,0.00530502,0.020501,0,245.387,7.8859,0.0523695,0,7.8688,0.050196,0,0.0215851,0.000344023,6.55804e-07,-9.45905e-05,0,0,0.0662689,1,0.0045,0.25,0.0045,0
100003,100000,293.578,0.761616,0.00561333,0.000467938,1.1863,0,3.49184,0.231361,0.00696503,0.00529945,5.04875e-08,0,0.00702289,100000,293.536,0.00529945,0.0188777,0,245.699,7.80284,0.0597005,0,7.78651,0.0573853,0,0.020004,0.000443767,8.45944e-07,-0.000169967,0,0,0.0645869,1,0.00525,0.25,0.00525,0
100003,100000,293.665,0.761714,0.00561333,0.000468414,1.18587,0,3.49062,0.231391,0.0068386,0.00529022,4.64393e-08,0,0.00689531,100000,293.625,0.00529022,0.0172359,0,245.863,7.71018,0.0663871,0,7.6946,0.0640112,0,0.0183795,0.000545069,1.03905e-06,-0.000260615,0,0,0.0625484,1,0.006,0.25,0.006,0
100003,100000,293.759,0.76182,0.00561333,0.000468789,1.1854,0,3.48625,0.231424,0.00670032,0.00527722,4.23581e-08,0,0.00675612,100000,293.72,0.00527722,0.0156005,0,245.752,7.60851,0.0724163,0,7.59366,0.0700624,0,0.0167518,0.000644443,1.22849e-06,-0.000362284,0,0,0.0608756,1,0.00675,0.25,0.00675,0
