,t (h),pwf1 (bar),pwf2 (bar),pavg (bar),q (m3/d)
355,177.5,286.5394772006139,287.3124689344312,306.4765639150385,-274.97097063205734
356,178.0,286.26972263340787,287.0411152586186,306.21311761609047,-274.97097067051226
357,178.5,286.0000031613906,286.76980561952115,305.94967131717004,-274.97097064170026
358,179.0,285.7303185885977,286.4985397716201,305.68622501820846,-274.9709706846655
359,179.5,285.4606687259528,286.2273174686124,305.4227787192897,-274.97097063995056
360,180.0,285.19105337494756,285.95613846803644,305.15933242035214,-274.9709706595474
361,180.5,284.9214723431597,285.68500252827187,304.8958861214021,-274.97097067261194
362,181.0,284.6519254442615,285.41390940763904,304.632439822462,-274.97097066223023
363,181.5,284.38241248344286,285.142858867279,304.3689935235397,-274.97097064364436
364,182.0,284.1129332729448,284.87185066953515,304.10554722461904,-274.97097064189467
365,182.5,283.84348762482097,284.60088457761185,303.8421009256653,-274.97097067646126
366,183.0,283.5740753520897,284.32996035615054,303.57865462673163,-274.9709706555425
367,183.5,283.3046962688187,284.059077771174,303.31520832778074,-274.9709706734673
368,184.0,283.0353501900937,283.7882365900405,303.0517620288531,-274.9709706492435
369,184.5,282.7660369320357,283.51743658143147,302.7883157299056,-274.970970669929
370,185.0,282.4967563118055,283.2466775153414,302.52486943095977,-274.9709706682182
371,185.5,282.227508147557,282.97595916305346,302.26142313202735,-274.97097065418154
372,186.0,281.9582922568309,282.7052812974118,301.9979768330586,-274.97097069213095
373,186.5,281.68910846474427,282.4346436913211,301.73453053411674,-274.9709706640578
374,187.0,281.41995658635574,282.16404612068874,301.47108423516767,-274.97097067156204
375,187.5,281.1508364494614,281.8934883618576,301.2076379362269,-274.970970662969
376,188.0,280.88174787319446,281.62297019243647,300.94419163727986,-274.97097066942354
377,188.5,280.61269068295354,281.3524913916865,300.68074533832686,-274.97097067572247
378,189.0,280.3436647040079,281.0820517396002,300.41729903938483,-274.9709706642133
379,189.5,280.074669762504,280.81165101749394,300.1538527404423,-274.9709706647576
380,190.0,279.80570568555487,280.5412890079723,299.8904064414775,-274.9709706880094
381,190.5,279.5367723012467,280.270965494881,299.62696014253305,-274.9709706667795
382,191.0,279.2678694386171,280.00068026329524,299.3635138435763,-274.97097067957185
383,191.5,278.9989969276521,279.73043309949327,299.10006754463456,-274.97097066394116
384,192.0,278.73015459928746,279.4602237909649,298.8366212456938,-274.970970662969
385,192.5,278.4613422854103,279.19005212639513,298.5731749467262,-274.9709706908478
386,193.0,278.1925598188714,278.9199178956693,298.30972864776584,-274.9709706833824
387,193.5,277.9238070296628,278.64982089290766,298.0462823487987,-274.9709706904978
388,194.0,277.6550837634831,278.3797609007688,297.78283604983136,-274.97097069061454
389,194.5,277.3863898454292,278.10973772161924,297.51938975088154,-274.9709706723397
390,195.0,277.11772511496804,277.8397511482678,297.25594345190024,-274.9709707052344
391,195.5,276.849089409764,277.5698009759665,296.9924971529609,-274.9709706614915
392,196.0,276.5804825665734,277.29988700178086,296.7290508539785,-274.9709707063231
393,196.5,276.3119044296435,277.0300090224486,296.4656045550349,-274.97097066592414
394,197.0,276.0433548303794,276.7601668413573,296.2021582560526,-274.9709707062065
395,197.5,275.77483362265116,276.4903602486102,295.938711957091,-274.9709706846655
396,198.0,275.5063406375727,276.2205890551847,295.67526565813245,-274.9709706814772
397,198.5,275.2378757209878,275.95085306152475,295.41181935917064,-274.97097068489876
398,199.0,274.9694387169008,275.6811520707729,295.14837306020905,-274.9709706846266
399,199.5,274.7010294681751,275.411485887791,294.8849267612286,-274.970970704379
400,200.0,274.43264782174106,275.14185432003626,294.6214804622528,-274.9709706994409
401,200.5,274.16429362957535,274.8722571663077,294.35803416327815,-274.97097069831324
402,201.0,273.89596673010544,274.6026942432309,294.0945878643144,-274.9709706868818
403,201.5,273.62766697425786,274.33316535808643,293.83114156534924,-274.97097068843715
404,202.0,273.3593942111545,274.0636703205136,293.56769526635236,-274.9709707214484
405,202.5,273.0911482904897,273.79420894151235,293.30424896740743,-274.9709706672461
406,203.0,272.822929062829,273.5247810332982,293.0408026684369,-274.97097069395846
407,203.5,272.55473637953975,273.25538640916835,292.77735636946755,-274.970970692792
408,204.0,272.28657009109924,272.9860248838173,292.5139100704851,-274.97097070643974
409,204.5,272.01843005561733,272.7166962714678,292.2504637715111,-274.97097069765226
410,205.0,271.7503161220209,272.4474003894808,291.9870174725461,-274.970970688165
411,205.5,271.4822281446883,272.1781370559024,291.7235711735659,-274.97097070406795
412,206.0,271.21416598415976,271.9089060879289,291.46012487458887,-274.9709707008018
413,206.5,270.94612949194624,271.63970730585726,291.1966785756017,-274.9709707113001
414,207.0,270.67811852646315,271.37054053043386,290.9332322766205,-274.9709707051567
415,207.5,270.4101329456708,271.1014055830085,290.6697859776576,-274.9709706859875
416,208.0,270.1421726082914,270.83230228605015,290.4063396786847,-274.97097069652466
417,208.5,269.8742373737648,270.5632304630543,290.14289337968773,-274.97097072152616
418,209.0,269.6063271007959,270.29418993870826,289.87944708070165,-274.9709707102502
419,209.5,269.33844165489035,270.02518053781165,289.6160007817151,-274.970970710678
420,210.0,269.0705808899262,269.7562020904512,289.3525544827205,-274.9709707191155
421,210.5,268.8027446804718,269.48725441469935,289.0891081837474,-274.9709706966802
422,211.0,268.534932879549,269.2183373478875,288.82566188476795,-274.97097070325134
423,211.5,268.2671453542217,268.94945071756786,288.5622155857796,-274.9709707125832
424,212.0,267.99938196954827,268.6805943535796,288.298769286807,-274.97097069617473
425,212.5,267.7316425873201,268.41176809039825,288.03532298779754,-274.97097073459076
426,213.0,267.4639270852868,268.1429717497827,287.7718766888131,-274.97097070853937
427,213.5,267.1962353196937,267.8742051746381,287.5084303898421,-274.9709706944639
428,214.0,266.9285671614106,267.60546819710834,287.24498409084384,-274.9709707229259
429,214.5,266.6609224792562,267.3367606517443,286.98153779185174,-274.9709707165103
430,215.0,266.39330113871216,267.0680823777424,286.71809149286065,-274.9709707154217
431,215.5,266.12570302125494,266.799433201375,286.4546451938916,-274.97097069240317
432,216.0,265.85812798675494,266.5308129702967,286.19119889489536,-274.9709707208651
433,216.5,265.5905759097378,266.26222152120874,285.9277525958956,-274.97097072452016
434,217.0,265.3230466626463,265.9936586932319,285.66430629692366,-274.970970695436
435,217.5,265.05554011674707,265.7251243270609,285.40085999790716,-274.97097074193954
436,218.0,264.7880561490467,265.4566182631341,285.1374136989259,-274.9709707051955
437,218.5,264.5205946339994,265.188140343467,284.8739673999449,-274.97097070492333
438,219.0,264.25315543954673,264.91969041536584,284.610521100922,-274.97097074858846
439,219.5,263.9857384536095,264.65126831358845,284.3470748019389,-274.97097070713966
440,220.0,263.71834354088566,264.3828738918832,284.0836285029484,-274.9709707148773
441,220.5,263.45097058461306,264.1145069933636,283.8201822039137,-274.9709707609142
442,221.0,263.18361946300377,263.84616746391623,283.5567359049328,-274.9709707048067
443,221.5,262.9162900511464,263.5778551520187,283.2932896059333,-274.97097072424793
444,222.0,262.64898222965655,263.30956990601464,283.02984330693516,-274.9709707227704
445,222.5,262.38169587850837,263.0413115748415,282.7663970079561,-274.9709707029014
446,223.0,262.1144308781961,262.77308000841685,282.5029507089579,-274.9709707228871
447,223.5,261.84718710990575,262.5048750575928,282.2395044099629,-274.9709707195432
448,224.0,261.5799644554526,262.23669657407095,281.97605811093865,-274.9709707500271
449,224.5,261.31276279578464,261.9685444106218,281.71261181194427,-274.9709707188822
450,225.0,261.0455820186461,261.7004184198182,281.4491655129671,-274.9709707008795
451,225.5,260.7784220033574,261.432318456389,281.1857192139459,-274.9709707468776
452,226.0,260.5112826356434,261.1642443756803,280.92227291494925,-274.970970721254
453,226.5,260.24416380067674,260.89619603334876,280.6588266159642,-274.97097070916146
454,227.0,259.9770653841913,260.62817328594986,280.3953803169643,-274.9709707246368
455,227.5,259.7099872725423,260.36017599087995,280.13193401796093,-274.97097072825284
456,228.0,259.44292935274296,260.0922040063663,279.8684877189522,-274.97097073381303
457,228.5,259.17589150847954,259.82425719490584,279.6050414199447,-274.9709707325688
458,229.0,258.90887363788835,259.5563354058427,279.3415951209359,-274.97097073396856
459,229.5,258.64187562213425,259.2884385090812,279.0781488219108,-274.9709707509214
460,230.0,258.37489735398134,259.02056636356673,278.81470252289546,-274.97097074077305
461,230.5,258.10793872035237,258.7527188321969,278.5512562238886,-274.97097073194675
462,231.0,257.8409996134442,258.48489577773375,278.2878099248941,-274.9709707189988
463,231.5,257.5740799247387,258.2170970635452,278.0243636258975,-274.9709707211374
464,232.0,257.3071795462058,257.9493225539383,277.7609173268915,-274.9709707310135
465,232.5,257.04029837035404,257.68157211404485,277.49747102787654,-274.9709707403453
466,233.0,256.77343628648015,257.41384561329113,277.2340247288663,-274.97097073544614
467,233.5,256.50659319807005,257.1461429079816,276.9705784298345,-274.97097075788133
468,234.0,256.2397689935697,256.8784638743607,276.7071321308291,-274.97097073043034
469,234.5,255.97296356605403,256.6108083795585,276.44368583181284,-274.97097074170625
470,235.0,255.70617681269164,256.34317629225126,276.1802395328114,-274.970970726231
471,235.5,255.4394086296927,256.0755674817269,275.91679323380197,-274.9709707346296
472,236.0,255.1726589137287,255.80798181821615,275.6533469347891,-274.970970738129
473,236.5,254.90592756209017,255.54041917279147,275.3899006357754,-274.9709707390622
474,237.0,254.63921447254515,255.27287941723552,275.1264543367658,-274.9709707347851
475,237.5,254.37251953990992,255.00536242706477,274.86300803775396,-274.97097073707926
476,238.0,254.10584267197996,254.73786806674133,274.5995617387284,-274.97097075138794
477,238.5,253.83918376330774,254.4703962174001,274.3361154397142,-274.9709707396065
478,239.0,253.57254271182396,254.20294675316347,274.0726691407047,-274.97097073466847
479,239.5,253.30591941981208,253.93551954916728,273.809222841679,-274.97097075154346
480,240.0,253.03931378856373,253.66811448110522,273.5457765426685,-274.97097073575713
481,240.5,262.5150229425354,253.41545812387358,273.4579611118391,-91.65698797596242
482,241.0,263.06903901385544,253.18384859523195,273.3701456782076,-91.6569909007087
483,241.5,263.37441861399293,252.97245766974692,273.2823302464719,-91.65698892201402
484,242.0,263.59488847042405,252.77846457427546,273.19451481519025,-91.65698844803559
485,242.5,263.7681302343548,252.59915556551334,273.106699384244,-91.6569880979759
486,243.0,263.90980329507335,252.43231820570492,273.01888394810385,-91.65699351909929
487,243.5,264.0281381870774,252.27617760449726,272.9310685141864,-91.65699119917123
488,244.0,264.1280913222175,252.12928516110998,272.84325307765744,-91.65699392491655
489,244.5,264.2129383952953,251.9904366636919,272.7554376427756,-91.656992205763
490,245.0,264.28499918326673,251.858617885748,272.6676222082062,-91.65699187965495
491,245.5,264.34600653415197,251.73296720052633,272.57980677377185,-91.65699173866678
492,246.0,264.3973097506404,251.61274825447728,272.49199133941966,-91.65699165289185
493,246.5,264.43999404895266,251.49732889820433,272.4041759049734,-91.65699175110919
494,247.0,264.47495455522596,251.38616436182653,272.3163604703915,-91.65699189271947
495,247.5,264.502944328733,251.27878354946031,272.22854503553634,-91.65699217784532
496,248.0,264.5246068856003,251.17477773509972,272.14072959622354,-91.65699683057147
497,248.5,264.54049882546707,251.07379112921723,272.0529141641897,-91.65698923315227
498,249.0,264.55110678779516,250.97551318961155,271.965098730291,-91.6569911796133
499,249.5,264.55685950528505,250.8796718131687,271.87728329624326,-91.65699133514354
500,250.0,264.5581373290136,250.78602801130495,271.7894678622504,-91.65699127790842
501,250.5,264.5552797323146,250.69437119109898,271.70165242833446,-91.65699119757707
502,251.0,264.5485912175007,250.60451523583177,271.6138369946513,-91.65699095459992
503,251.5,264.5383461132748,250.5162951797065,271.5260215611545,-91.65699076010934
504,252.0,264.52479252596925,250.42956437972288,271.4382061275737,-91.65699084778953
505,252.5,264.50815560116024,250.34419212489425,271.35039069415086,-91.65699068292749
506,253.0,264.4886403187764,250.26006155870093,271.2625752607177,-91.65699069369794
507,253.5,264.46643379050994,250.1770679457069,271.17475982721976,-91.65699076127585
508,254.0,264.44170727113476,250.09511715591293,271.086944393715,-91.6569907684302
509,254.5,264.41461786856354,250.0141243711287,270.99912896020675,-91.6569907720463
510,255.0,264.38531002437605,249.93401296958316,270.91131352662825,-91.65699084541768
511,255.5,264.3539168032855,249.85471356109807,270.82349809304066,-91.65699085486615
512,256.0,264.3205610190012,249.7761631519349,270.73568265946426,-91.65699084320137
513,256.5,264.28535622168937,249.69830442005855,270.64786722595784,-91.65699077014104
514,257.0,264.2484075594953,249.6210850917225,270.56005179233796,-91.65699088857734
515,257.5,264.20981257121696,249.54445737497738,270.47223635871705,-91.65699088966603
516,258.0,264.16966184558413,249.4683774966881,270.38442092504783,-91.65699094005785
517,258.5,264.1280396414863,249.39280527418498,270.2966054914052,-91.65699091233458
518,259.0,264.08502442966994,249.31770374695378,270.20879005775055,-91.65699092485477
519,259.5,264.040689378778,249.243038852479,270.1209746240832,-91.6569909381526
520,260.0,263.9951027931865,249.16877913963845,270.0331591903943,-91.65699096058783
521,260.5,263.9483285063709,249.09489551604196,269.9453437567007,-91.65699096552592
522,261.0,263.9004262352878,249.02136102483198,269.8575283230571,-91.65699091330666
523,261.5,263.85145190115855,248.94815064651192,269.7697128893477,-91.65699098205101
524,262.0,263.8014579229252,248.8752411209762,269.681897455687,-91.65699093115371
525,262.5,263.75049347649684,248.8026107939003,269.5940820219738,-91.65699098601702
526,263.0,263.6986047413968,248.73023947246406,269.50626658831374,-91.65699093053162
527,263.5,263.6458351130446,248.65810830474342,269.41845115461194,-91.65699097408009
528,264.0,263.59222540799834,248.5861996640406,269.33063572088275,-91.65699100265877
529,264.5,263.53781404443106,248.51449704982105,269.2428202871564,-91.6569909997037
530,265.0,263.4826372095495,248.44298499744005,269.1550048534756,-91.65699095215032
531,265.5,263.4267290117589,248.37164899766356,269.06718941973634,-91.65699101319595
532,266.0,263.37012162600195,248.3004754200297,268.97937398605313,-91.6569909546777
533,266.5,263.3128454178096,248.22945145047896,268.8915585523144,-91.65699101261272
534,267.0,263.2549290681417,248.15856502738544,268.80374311856895,-91.65699101968934
535,267.5,263.1963996793048,248.0878047899829,268.71592768480747,-91.65699103636996
536,268.0,263.13728287864956,248.01716002738144,268.6281122510665,-91.65699101490678
537,268.5,263.0776029128557,247.94662063309084,268.54029681733283,-91.65699100736356
538,269.0,263.0173827330513,247.87617706522357,268.4524813836002,-91.65699100631372
539,269.5,262.95664407776337,247.8058203070641,268.3646659498372,-91.65699103792524
540,270.0,262.89540754671054,247.73554183327417,268.2768505161076,-91.65699100312536
541,270.5,262.8336926681933,247.66533357984903,268.18903508234337,-91.65699103920836
542,271.0,262.771517967823,247.59518791180847,268.1012196485582,-91.65699106113813
543,271.5,262.7089010252288,247.5250975989448,268.01340421485315,-91.65699097742399
544,272.0,262.64585852893094,247.4550557920589,267.92558878108576,-91.65699104255229
545,272.5,262.58240633266905,247.38505599680553,267.83777334729893,-91.65699106281008
546,273.0,262.5185595009173,247.3150920549725,267.7499579135771,-91.65699099503779
547,273.5,262.45433235263266,247.24515812636935,267.6621424798119,-91.65699104021932
548,274.0,262.3897385098744,247.17524866565836,267.5743270462072,-91.65699087275213
549,274.5,262.3247909253668,247.10535841576703,267.4865116124461,-91.65699103594224
550,275.0,262.2595019363367,247.03548237738732,267.3986961786668,-91.65699105499469
551,275.5,262.1938832846987,246.96561580732137,267.31088074489725,-91.65699104480746
552,276.0,262.1279461556495,246.89575419987142,267.2230653110968,-91.65699107707998
553,276.5,262.0617012075391,246.82589327441968,267.13524987732137,-91.65699105091203
554,277.0,261.99515860028646,246.75602896374792,267.0474344435897,-91.65699100526389
555,277.5,261.92832802041727,246.68615740437963,266.9596190097838,-91.65699108267908
556,278.0,261.86121871055997,246.61627492275423,266.87180357601784,-91.65699104107473
557,278.5,261.7938394897122,246.54637802805695,266.78398814242263,-91.65699086283708
558,279.0,261.7261987707345,246.4764634078713,266.69617270864796,-91.65699105013437
559,279.5,261.65830459534664,246.4065279063709,266.60835727487216,-91.65699105133973
560,280.0,261.5901646399526,246.33656852894507,266.5205418411039,-91.65699104340769
561,280.5,261.52178624102,246.26658242874905,266.4327264074902,-91.65699088216172
562,281.0,261.4531764057555,246.19656690560151,266.34491097371017,-91.65699105569458
563,281.5,261.3843418441055,246.12651938474144,266.2570955401022,-91.65699087613493
564,282.0,261.3152889616972,246.05643743112776,266.16928010635274,-91.65699102388865
565,282.5,261.2460238983819,245.9863187219171,266.0814646727329,-91.65699088849959
566,283.0,261.1765525195556,245.916161061058,265.99364923901027,-91.65699099581543
567,283.5,261.10688044839156,245.84596235636647,265.90583380524765,-91.6569910375753
568,284.0,261.0370130678227,245.77572062396646,265.8180183716451,-91.65699087045805
569,284.5,260.9669555287374,245.70543398686607,265.7302029379112,-91.65699100759684
570,285.0,260.8967127749929,245.63510065705617,265.64238750417775,-91.65699100713026
571,285.5,260.82628953964314,245.56471894418652,265.55457207038853,-91.65699106533746
572,286.0,260.75569036502907,245.4942872427158,265.4667566368224,-91.6569908324698
573,286.5,260.68491960157814,245.42380403707438,265.37894120322073,-91.65699086960265
574,287.0,260.6139814278668,245.3532678877934,265.2911257696196,-91.65699086898051
575,287.5,260.54287985265984,245.28267743343878,265.2033103360185,-91.6569908690194
576,288.0,260.4716187225162,245.21203138785003,265.1154949022587,-91.65699103454247
577,288.5,260.40020173735047,245.14132852946165,265.02767946866805,-91.65699085813227
578,289.0,260.32863244039845,245.0705677142041,264.93986403493665,-91.65699100495284
579,289.5,260.2569142461461,244.99974785301305,264.8520486011624,-91.65699104974556
580,290.0,260.1850504312387,244.92886792303014,264.76423316742944,-91.6569910065859
581,290.5,260.1130441468664,244.85792695964147,264.67641773366495,-91.65699103948054
582,291.0,260.04089842380466,244.78692405434896,264.5886022999865,-91.65699094970073
583,291.5,259.9686161764243,244.71585835357547,264.5007868662333,-91.65699102773803
584,292.0,259.8962002117974,244.64472905315958,264.41297143252245,-91.65699098352854
585,292.5,259.82365323053125,244.57353539938453,264.3251559989443,-91.65699084502886
586,293.0,259.75097783105923,244.5022766880415,264.23734056538757,-91.6569908226714
587,293.5,259.67817651914214,244.43095225704957,264.14952513181964,-91.65699083437504
588,294.0,259.6052517080406,244.35956148846356,264.0617096982345,-91.65699085229991
589,294.5,259.53220572363733,244.28810380582198,263.97389426465975,-91.65699084149055
590,295.0,259.4590408070775,244.21657867350922,263.88607883098064,-91.65699095036173
591,295.5,259.38575912319595,244.14498559041868,263.7982633972877,-91.6569909648649
592,296.0,259.3123627571983,244.07332409501274,263.71044796359445,-91.65699096517596
593,296.5,259.23885372190887,244.00159376008955,263.6226325298656,-91.65699100230883
594,297.0,259.1652339629566,243.92979418927393,263.5348170963544,-91.65699077511802
595,297.5,259.0915053530065,243.8579250241274,263.4470016627854,-91.65699083546374
596,298.0,259.01766970549477,243.78598593187397,263.3591862290967,-91.65699096047119
597,298.5,258.94372877621976,243.71397660551403,263.27137079555547,-91.65699080641848
598,299.0,258.86968425397794,243.6418967741858,263.18355536199215,-91.65699082959252
599,299.5,258.7955377756037,243.56974619014989,263.0957399283171,-91.6569909461624
600,300.0,258.721290927427,243.49752462790212,263.00792449464933,-91.65699093854144
601,300.5,258.64694523969786,243.42523189088874,262.9201090609545,-91.65699096684794
602,301.0,258.57250219688257,243.35286780313348,262.83229362741196,-91.65699080777937
603,301.5,258.49796323034803,243.28043221663646,262.74447819376263,-91.65699091933345
604,302.0,258.42332973523145,243.20792499622323,262.6566627602209,-91.65699080700172
605,302.5,258.34860305522403,243.13534603497774,262.5688473266938,-91.65699079175975
606,303.0,258.27378449530164,243.0626952430781,262.4810318930236,-91.65699094106878
607,303.5,258.198875325614,242.9899725445435,262.3932164594958,-91.65699079245964
608,304.0,258.12387676793037,242.91717789114196,262.3054010258299,-91.65699093663618
609,304.5,258.0487900184507,242.84431124159354,262.217585592314,-91.65699078005612
610,305.0,257.9736162289351,242.7713725796936,262.12977015878687,-91.65699079179863
611,305.5,257.8983565224648,242.69836190046803,262.0419547252792,-91.65699077146309
612,306.0,257.8230119887986,242.62527921459946,261.9541392917485,-91.65699079549249
613,306.5,257.7475836863965,242.55212454747056,261.86632385824856,-91.65699076333661
614,307.0,257.6720726440283,242.47889793809554,261.77850842473833,-91.65699077418483
615,307.5,257.5964798617329,242.40559943875832,261.69069299121173,-91.65699079117651
616,308.0,257.5208063106594,242.3322291155967,261.6028775575732,-91.6569909080575
617,308.5,257.4450529412025,242.25878704132546,261.51506212407736,-91.65699075913729
618,309.0,257.36922066997977,242.18527330819978,261.42724669058276,-91.65699075781531
619,309.5,257.2933103932228,242.1116880158276,261.33943125696464,-91.65699088674985
620,310.0,257.217322987935,242.03803126982748,261.25161582345135,-91.65699077729545
621,310.5,257.14125930067763,241.96430319352743,261.16380038996056,-91.65699075384927
622,311.0,257.06512016128573,241.8905039152597,261.0759849564628,-91.65699076115918
623,311.5,256.9889063776905,241.81663357318305,260.98816952297074,-91.6569907551324
624,312.0,256.912618736425,241.74269231540828,260.9003540893784,-91.65699085980424
625,312.5,256.8362580100142,241.66868029321816,260.812538655879,-91.65699076287001
626,313.0,256.7598249445562,241.5945976734191,260.7247232223819,-91.6569907604204
627,313.5,256.6833202735664,241.52044462541232,260.63690778894505,-91.65699069750845
628,314.0,256.60674471132825,241.44622132762905,260.54909235546705,-91.65699074051254
629,314.5,256.53009895684863,241.37192796378014,260.4612769219882,-91.65699074136798
630,315.0,256.4533836924342,241.2975647249084,260.37346148850196,-91.65699074910559
631,315.5,256.3765995850973,241.22313180819899,260.28564605503215,-91.65699073195839
632,316.0,256.29974728731327,241.1486294163895,260.19783062157546,-91.65699071823283
633,316.5,256.22282743645764,241.0740577587685,260.11001518811304,-91.65699072422075
634,317.0,256.1458406574056,240.99941704840975,260.02219975465147,-91.65699072336533
635,317.5,256.0687875609322,240.92470750436306,259.93438432120536,-91.65699070719019
636,318.0,255.99166874542814,240.84992935001776,259.8465688877467,-91.6569907203325
637,318.5,255.91448479632132,240.77508281401416,259.7587534542948,-91.65699071325587
638,319.0,255.83723628809486,240.7001681281219,259.67093802082735,-91.656990729431
639,319.5,255.75992378311653,240.62518552888088,259.583122587383,-91.6569907053627
640,320.0,255.68254783283655,240.5501352565039,259.49530715392905,-91.6569907153944
641,320.5,255.6051089780333,240.47501755478078,259.4074917204875,-91.65699070244652
642,321.0,255.52760774914657,240.39983267092265,259.3196762870409,-91.65699070769566
643,321.5,255.45004466662073,240.32458085538101,259.23186085359674,-91.65699070520718
644,322.0,255.37242024142853,240.24926236144316,259.1440454201761,-91.65699068063338
645,322.5,255.29473497475817,240.17387744580802,259.0562299867188,-91.65699071889384
646,323.0,255.21698935971625,240.0984263667649,258.96841455331025,-91.65699066799655
647,323.5,255.13918387936823,240.0229093866945,258.8805991198785,-91.65699069218151
648,324.0,255.06131900969677,239.94732676876578,258.79278368644674,-91.65699069225928
649,324.5,254.98339521787494,239.87167877909738,258.7049682530176,-91.65699068945975
650,325.0,254.9054129633171,239.7959656857769,258.6171528195986,-91.65699067896144
651,325.5,254.82737269788106,239.7201877587394,258.5293373861832,-91.65699067511206
652,326.0,254.74927486596528,239.64434526980807,258.44152195275905,-91.65699068428836
653,326.5,254.67111990457826,239.56843849275194,258.35370651935415,-91.65699066418607
654,327.0,254.59290824429485,239.4924677022663,258.2658910859279,-91.65699068654357
655,327.5,254.5146403090195,239.41643317439775,258.17807565251576,-91.65699067169041
656,328.0,254.4363165155925,239.34033518720005,258.0902602190907,-91.65699068526044
657,328.5,254.3579372751135,239.2641740192728,258.0024447856982,-91.65699065127707
658,329.0,254.27950299232594,239.18794995057672,257.9146293522864,-91.65699067134045
659,329.5,254.20101406609803,239.11166326201814,257.8268139188669,-91.65699067946693
660,330.0,254.12247088957292,239.03531423536577,257.73899848546665,-91.65699065932574
661,330.5,254.04387385031342,238.958903153188,257.6511830520632,-91.65699066270854
662,331.0,253.9652233305237,238.88243029869784,257.5633676186693,-91.65699065267682
663,331.5,253.88651970705476,238.80589595584698,257.4755521852644,-91.65699066422495
664,332.0,253.80776335179067,238.7293004089652,257.38773675185985,-91.65699066383613
665,332.5,253.72895463156087,238.6526439429537,257.2999213184664,-91.65699065221025
666,333.0,253.6500939087545,238.5759268426641,257.2121058851133,-91.65699061010044
667,333.5,253.5711815399136,238.49914939465083,257.12429045170364,-91.65699066920195
668,334.0,253.49221787868422,238.42231188372668,257.03647501832063,-91.656990641362
669,334.5,253.41320327324766,238.34541459606535,256.94865958493875,-91.65699064011777
670,335.0,253.33413806785381,238.26845781757999,256.8608441515599,-91.65699063704604
671,335.5,253.25502260202728,238.1914418348666,256.77302871816437,-91.65699065438766
672,336.0,253.1758572120184,238.11436693354273,256.6852132847934,-91.65699062880293
673,336.5,253.09664222968613,238.03723339963702,256.59739785142574,-91.6569906253035
674,337.0,253.01737798284069,237.960041519309,256.50958241805006,-91.65699063370214
675,337.5,252.93806479588807,237.8827915781056,256.42176698467296,-91.65699063517968
676,338.0,252.85870298944488,237.80548386147439,256.33395155130705,-91.65699062351493
677,338.5,252.7792928805131,237.72811865465076,256.24613611792887,-91.6569906362684
678,339.0,252.6998347827987,237.65069624233846,256.15832068458616,-91.65699059929108
679,339.5,252.62032900582184,237.57321690981559,256.0705052512151,-91.65699062891959
680,340.0,252.54077585700605,237.4956809404859,255.9826898178637,-91.65699060831182
681,340.5,252.46117563975702,237.4180886182037,255.89487438448626,-91.65699063552962
682,341.0,252.38152865440492,237.34044022629413,255.80705895112092,-91.6569906228928
683,341.5,252.30183519831948,237.26273604740808,255.71924351776775,-91.65699061021708
684,342.0,252.2220955658159,237.18497636368483,255.6314280844233,-91.65699060107967
685,342.5,252.14231004814897,237.10716145681815,255.543612651047,-91.65699063436314
686,343.0,252.0624789338615,237.0292916076825,255.4557972176962,-91.65699060772859
687,343.5,251.98260250874023,236.9513670964335,255.3679817843749,-91.65699057693362
688,344.0,251.9026810551914,236.87338820330564,255.28016635101787,-91.65699061422197
689,344.5,251.8227148538514,236.79535520671908,255.19235091765427,-91.65699062110419
690,345.0,251.74270418219623,236.7172683849596,255.1045354843127,-91.65699059808571
691,345.5,251.6626493151135,236.63912801560838,255.01672005097936,-91.65699058949266
692,346.0,251.5825505263223,236.56093437363626,254.92890461771333,-91.65699051927076
693,346.5,251.5024080820946,236.4826877402345,254.84108918436152,-91.65699060877841
694,347.0,251.42222225352828,236.40438838536053,254.7532737510307,-91.65699058688753
695,347.5,251.34199330459901,236.32603658469975,254.66545831768929,-91.65699059789131
696,348.0,251.26172149837953,236.24763261143286,254.5776428843777,-91.65699056682415
697,348.5,251.1814070948061,236.16917673882506,254.4898274510474,-91.6569905863043
698,349.0,251.10105035268273,236.09066923789982,254.40201201771671,-91.656990586732
699,349.5,251.0206515279087,236.01211037956156,254.31419658440169,-91.65699057040135
700,350.0,250.94021087446868,235.93350043353323,254.22638115106307,-91.656990595014
701,350.5,250.85972864409513,235.8548396687472,254.1385657177272,-91.65699059213671
702,351.0,250.77920508643467,235.7761283531824,254.050750284403,-91.65699057996645
703,351.5,250.6986404492723,235.69736675361656,253.96293485109328,-91.65699056484114
704,352.0,250.61803497841336,235.61855513581116,253.8751194177755,-91.65699057327863
705,352.5,250.5373889171083,235.53969376524154,253.7873039844696,-91.65699056087512
706,353.0,250.45670250731274,235.46078290559902,253.69948855114322,-91.65699058222164
707,353.5,250.375975990258,235.38182281790912,253.61167311789413,-91.65699050157922
708,354.0,250.29520960009103,235.3028137694519,253.5238576845865,-91.65699056266372
709,354.5,250.21440357647765,235.22375601602502,253.43604225126177,-91.65699058051078
710,355.0,250.13355815262594,235.14464981877043,253.3482268179487,-91.65699056834056
711,355.5,250.0526735611941,235.06549543636478,253.2604113846732,-91.65699052914692
712,356.0,249.97175003231,234.98629312729628,253.17259595136252,-91.65699056585208
713,356.5,249.8907877955588,234.9070431475323,253.08478051807106,-91.65699054578866
