x,Curve1
-1.28794,1.28341
-1.15175,1.50978
-1.03502,1.95336
-0.891051,2.39665
-0.758755,2.82921
-0.63035,3.12076
-0.498054,3.26038
-0.373541,3.15053
-0.245136,2.55239
-0.108949,1.98672
0.0,1.75764
