x,Curve1
0,2.12658
0.116732,2.53761
0.229572,3.57798
0.365759,4.47704
0.494163,4.4431
0.626459,4.11617
0.754864,3.57228
0.88716,3.00665
1.01167,2.376
1.13619,1.65856
1.27626,1.48344
