"kappa","mut","rho","CO2","pd","k","H2O","alphat","N2","O2","dQ","aC3H6O","p","T","epsilon","U:0","U:1","U:2","mflux","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00304095,0.00466542,1.20617,0,100000,7.88005,0,0.00466542,0.7509,0.231155,0,0.0179448,100000,288.185,1445.7,12.2179,0,0,0.265143,74,1,0,0.15,0,0
0.00306311,0.0046761,1.2048,0,100000,7.9649,0,0.0046761,0.751883,0.231192,0,0.0169243,100000,288.905,1471.98,12.0067,0.0672104,0,0.243538,594,1,0.002,0.15,0.002,0
0.00309869,0.00469784,1.20202,0,100000,8.11394,0,0.00469784,0.753116,0.231304,0,0.0155798,100000,289.705,1517.02,11.4103,0.121551,0,0.21287,1244,1,0.004,0.15,0.004,0
0.00309153,0.00468776,1.19811,0,100000,8.10422,0,0.00468776,0.75468,0.23147,0,0.0138494,100000,290.679,1511.68,10.534,0.155645,0,0.17135,1894,1,0.006,0.15,0.006,0
0.003014,0.00459896,1.19361,0,100000,7.78058,0,0.00459896,0.756387,0.231666,0,0.0119467,100000,291.718,1414.95,9.5114,0.166869,0,0.136096,2284,1,0.008,0.15,0.008,0
0.00287073,0.00440519,1.18891,0,100000,7.12707,0,0.00440519,0.758126,0.231873,0,0.0100006,100000,292.762,1234.68,8.43895,0.157656,0,0.0942386,2674,1,0.01,0.15,0.01,0
0.00267562,0.00409396,1.1843,0,100000,6.2,0,0.00409396,0.75981,0.232079,0,0.00811135,100000,293.763,1001.83,7.38331,0.131282,0,0.065696,2934,1,0.012,0.15,0.012,0
0.00244445,0.00366787,1.17995,0,100000,5.0999,0,0.00366787,0.761382,0.232276,0,0.00634231,100000,294.691,754.493,6.38758,0.0922432,0,0.052182,3064,1,0.014,0.15,0.014,0
0.00218607,0.00313576,1.17595,0,100000,3.92646,0,0.00313576,0.762819,0.232458,0,0.00472281,100000,295.537,522.319,5.4766,0.0449378,0,0.028415,3324,1,0.016,0.15,0.016,0
0.00190092,0.00250918,1.17239,0,100000,2.76375,0,0.00250918,0.764104,0.232622,0,0.00327389,100000,296.292,323.746,4.66759,-0.00665115,0,0.0187394,3454,1,0.018,0.15,0.018,0
0.00159362,0.00181464,1.16936,0,100000,1.7081,0,0.00181464,0.765212,0.232757,0,0.00203102,100000,296.939,171.533,3.98164,-0.0571868,0,0.0109812,3584,1,0.02,0.15,0.02,0
0.00127096,0.00109744,1.16696,0,100000,0.863849,0,0.00109744,0.766154,0.232794,0,0.0010523,100000,297.449,73.009,3.44997,-0.10092,0,0.00530977,3714,1,0.022,0.15,0.022,0
0.000952034,0.00050045,1.16543,0,100000,0.330784,0,0.00050045,0.76658,0.233001,0,0.000417966,100000,297.78,23.5349,3.11311,-0.127443,0,0.00168809,3844,1,0.024,0.15,0.024,0
0.000605271,0.000159997,1.16471,0,100000,0.0888295,0,0.000159997,0.766754,0.233129,0,0.000117287,100000,297.938,5.24976,2.95999,-0.133683,0,0.000185054,3974,1,0.026,0.15,0.026,0
0.000298787,2.47323e-05,1.16445,0,100000,0.0106717,0,2.47323e-05,0.766907,0.233078,0,1.5023e-05,100000,297.992,0.483592,2.91398,-0.128716,0,2.68801e-06,4104,1,0.028,0.15,0.028,0
8.88113e-05,7.39203e-07,1.16439,0,100000,0.00023467,0,7.39203e-07,0.76705,0.232949,0,2.87436e-07,100000,298,0.00796362,2.91409,-0.120134,0,9.57338e-09,4234,1,0.03,0.15,0.03,0
4.97828e-05,3.21604e-07,1.1644,0,100000,8.47933e-05,0,3.21604e-07,0.767002,0.232997,0,6.22577e-08,100000,298,0.00247033,2.92082,-0.112825,0,9.57338e-09,4234,1,0.032,0.15,0.032,0
3.89806e-05,2.07606e-07,1.1644,0,100000,4.3814e-05,0,2.07606e-07,0.766999,0.233001,0,6.25345e-10,100000,298,0.000969219,2.92711,-0.106383,0,2.71417e-11,4364,1,0.034,0.15,0.034,0
3.87395e-05,2.0681e-07,1.1644,0,100000,4.34573e-05,0,2.0681e-07,0.767009,0.232991,0,2.9978e-12,100000,298,0.000957162,2.93314,-0.100415,0,6.37199e-14,4494,1,0.036,0.15,0.036,0
3.87779e-05,2.06871e-07,1.1644,0,100000,4.35068e-05,0,2.06871e-07,0.766997,0.233003,0,1.09901e-12,100000,298,0.000959061,2.93863,-0.0952837,0,6.37199e-14,4494,1,0.038,0.15,0.038,0
3.8827e-05,2.0716e-07,1.1644,0,100000,4.35926e-05,0,2.0716e-07,0.766996,0.233004,0,5.99504e-15,100000,298,0.000961507,2.94386,-0.0905391,0,1.23694e-16,4624,1,0.04,0.15,0.04,0
3.88905e-05,2.07755e-07,1.1644,0,100000,4.37274e-05,0,2.07755e-07,0.767009,0.232991,0,1.93445e-15,100000,298,0.00096469,2.94875,-0.0863171,0,1.23694e-16,4624,1,0.042,0.15,0.042,0
3.90211e-05,2.09904e-07,1.1644,0,100000,4.41033e-05,0,2.09904e-07,0.767007,0.232993,0,1.12006e-17,100000,298,0.000971323,2.95335,-0.0824178,0,1.98269e-19,4754,1,0.044,0.15,0.044,0
3.92118e-05,2.13446e-07,1.1644,0,100000,4.46951e-05,0,2.13446e-07,0.76699,0.23301,0,4.01982e-18,100000,298,0.000981049,2.95769,-0.078808,0,1.98269e-19,4754,1,0.046,0.15,0.046,0
3.9664e-05,2.24812e-07,1.1644,0,100000,4.64055e-05,0,2.24812e-07,0.766989,0.233011,0,1.93714e-20,100000,298,0.00100506,2.96181,-0.0755208,0,2.62264e-22,4884,1,0.048,0.15,0.048,0
4.04444e-05,2.45995e-07,1.1644,0,100000,4.95191e-05,0,2.45995e-07,0.767009,0.232991,0,8.88447e-21,100000,298,0.00104699,2.96565,-0.0726382,0,2.62264e-22,4884,1,0.05,0.15,0.05,0
