-8.639540016757982221e-02 6.559877616222827305e-04 2.370052292167107444e-02 7.817224653456232922e-03 -1.807359770986629449e-02 -1.589158122181748289e-02 6.870640098296646771e-04 -5.187463034410203649e-03 -2.565730695660794168e-03 9.555842661772758276e-03 -1.526074972680297077e-03 -4.645874652564068244e-03 6.557216459932604415e-03 2.480496274355052568e-03 1.475312728672759609e-03 3.440245441107610269e-03 -4.412741388557568471e-03 -4.985092757367547795e-04 8.536992021573498388e-03 1.289681555898187061e-03 3.302407695344798493e-03 -3.885490733568779630e-03 4.499371597989228720e-04 9.295548949013054604e-03 7.784818599961701620e-03 9.599452214324542126e-03 2.313113203283950325e-03 6.862285679683886516e-03 1.221295161726341149e-03 3.205816897679698158e-03 -1.029714916070342563e-03 8.434260329828690249e-04 -2.829514889935474259e-03 -1.615649581304681075e-03 -5.478210417766791497e-03 -4.254734205305812748e-03 -1.903715793614095498e-03 8.193003232309205644e-03 -1.164078185106973834e-03 1.567393395518631993e-03
-8.154543321106276499e-02 9.903142228704824371e-04 -1.670393814058416734e-02 -1.711152438609057219e-02 -4.913572393848921957e-03 1.456991845509625523e-02 4.477019598376648195e-03 8.865802871221691028e-03 -3.834519666119578975e-03 5.452636799028158163e-03 1.392189306732649536e-03 -5.592023425927643634e-03 3.463650675774631541e-03 5.299824474199255238e-03 1.644677261164508031e-04 -2.828158907054464737e-04 1.898976581904032474e-03 3.097729260295134426e-03 2.125473003024134881e-03 5.798258621396285267e-04 -6.720133995951183166e-03 -4.451937383807029664e-04 4.694256338490439620e-03 -1.611462050203323624e-03 -1.992843127596934105e-03 2.922454537295823937e-04 5.471850122341017850e-03 -8.294675668955071510e-03 1.247907382167648144e-03 -5.970379614082898731e-03 5.953962918621301566e-03 -6.965248010980638763e-04 -1.954983072470314019e-03 4.083473301784950119e-03 6.408284248271169450e-03 -1.679750902849249527e-05 2.079457866075413910e-03 1.835386183413703761e-03 4.896962349850785857e-03 2.591050424752374998e-04
-8.060561328148627136e-02 -6.981717053456772126e-03 -1.962841530544533544e-02 6.435437994051771034e-03 -4.903205343092717321e-03 -1.631670917514722180e-03 -6.506168755971332950e-03 9.343247266843532350e-03 2.759041402960682888e-03 6.392451197263813306e-03 -2.657372966459505600e-03 -5.688507490275688736e-03 -5.248718072948226759e-04 4.470564206110018597e-03 1.287567226960314136e-02 -1.657730209107243511e-03 -9.889562068298107800e-03 -7.313319746837855864e-03 -1.486207912325414023e-03 -1.096544243660914873e-03 -5.968489312412762759e-03 4.618921654998663605e-03 2.998858345378895701e-03 -2.801616067170458260e-03 -4.241023559843177040e-03 5.468879230398466205e-03 -1.095200071464135340e-03 -1.673633594654771279e-03 -2.800059290414237938e-03 -5.028093917238294838e-03 3.816547351174180984e-04 -7.217966975087523884e-03 -5.115344487048712092e-03 4.793334542037205707e-03 1.630403613249299536e-03 -5.579465949172830209e-03 -2.485149696925644663e-03 5.585434982668742616e-04 2.129108726821664268e-03 -2.644349558867261762e-03
-7.566969369860079841e-02 -6.327670895264460305e-03 -1.463163563689831928e-02 -2.457008180348138442e-03 -4.410318312079943362e-03 -1.073857690145676395e-03 9.326241186140839592e-03 -1.270833504623858530e-02 -3.257354949202060333e-03 -1.131427433992234248e-03 -7.533940345946343875e-03 1.151518454505743271e-02 1.025590471246482990e-02 -2.989250575690313716e-03 -1.357255839271582706e-03 3.579795368867500979e-03 1.858678501437019783e-04 4.846237015157441042e-03 5.789771512264019378e-03 -2.868495406178842716e-03 9.483728550724867049e-03 -3.691020182786464068e-03 -4.781633415312065531e-03 4.483030507648090059e-03 -1.074633513757810351e-04 8.766122886196598199e-03 -1.894069334637334514e-03 -3.727089977241534492e-03 -3.751304838158013057e-03 -1.803649868539900208e-03 8.250668837862821722e-04 4.931458347350853484e-03 3.091057732229892524e-03 -4.954393660527464834e-03 -1.136317882673491776e-03 3.623757677387762222e-03 -4.895568000989313764e-04 6.600056358061031324e-03 -9.487352525652404528e-04 7.755373101590045705e-04
-8.450105297762225409e-02 6.416796094854527663e-03 -3.641141303626788724e-03 -3.931587675231555841e-03 -1.117233493740702258e-02 -5.139824894132252915e-03 6.221767214188328975e-03 6.205526102742255079e-03 -6.038905668707997623e-03 -1.278490420085419378e-04 7.391678779277371415e-03 5.422369482066451661e-03 2.917123162443135964e-03 -4.505037396020343185e-03 -9.599256799437847973e-03 5.772165819211219802e-03 -2.397216964022741165e-03 3.749402728747683062e-03 -2.749159131842211345e-03 5.468003302226489420e-03 6.566082095001365276e-03 -5.445900580587878818e-04 -9.825280506240690465e-04 -2.534963293486267293e-03 -6.672268395736444778e-04 5.248344534275843458e-03 -7.025424677494406661e-03 -5.827994557800642017e-03 -4.579537749465336857e-03 9.369931843846194056e-03 -5.342663117400147862e-03 4.863309008452589011e-03 7.425149039353903628e-03 1.945742025720157645e-03 -2.303611564628424641e-04 6.079543354176360735e-03 -7.361804969200136384e-03 -5.528572861661875358e-03 -1.168396602397852452e-03 -5.983027681574016113e-03
-9.122414636580791769e-02 -1.375669570930666830e-02 1.107002284421006871e-02 -2.224386017439953199e-03 -1.095013430103657266e-02 4.858664177285207733e-04 -1.267774747222100325e-02 2.406710340826285436e-03 5.314486080804522138e-03 1.020042221724562319e-02 -7.184142516348003549e-03 -1.113015554444163292e-03 4.067222533615874255e-03 -7.870606555871640861e-03 -3.553763937612582774e-03 -7.252186727280294891e-03 6.260811576720903479e-03 -3.714506227541248227e-03 -3.750677491108184397e-04 -2.193718719309246598e-03 8.874582523960757377e-03 3.316002638237018109e-03 -3.157595199416754830e-03 -5.741306217659298194e-04 8.895211749658397732e-04 -2.650229183857372942e-03 1.790317069700415181e-02 -1.220410503104315050e-03 -6.484234474797958073e-04 -7.882172703313920781e-03 3.013215958585302792e-03 -6.001699734256838586e-03 2.556655746686268497e-03 4.271749276818215084e-03 4.336059489994155565e-04 8.640027420261790422e-03 -1.907677351788056785e-03 -2.292607362846195760e-06 -8.001509775858946932e-03 -2.245668569640050551e-03
-8.356898838967945220e-02 1.895982303852834436e-02 5.050113101976877635e-03 -1.905637178008048535e-02 1.754421008451662913e-03 -5.472072694238341861e-03 -2.558668464315160592e-03 1.039129260957386306e-03 7.723326415606715685e-03 7.599358339662604100e-03 7.979636592952944144e-04 5.672471880837959106e-03 1.292209755355442323e-02 4.984101263794699088e-03 -8.768418157266874916e-03 1.837420605100763369e-04 -4.237084709799119123e-03 -1.992215900250433533e-03 -6.959402952870268532e-04 3.404834001210470338e-03 3.432431986506023248e-03 6.519927085926808218e-03 -1.937998338927227884e-03 6.600053437812598497e-03 -8.040942826821710632e-03 2.503376370013421677e-03 -1.037183552739602901e-02 3.149447745958560210e-03 3.696859698231813336e-03 -3.252597331913637500e-03 2.802669378782839766e-04 3.563050811933429242e-03 1.731625960616157891e-03 -3.576686481919707627e-03 5.654090465801755311e-03 -1.363381448266369434e-03 -5.769085693232306813e-03 -6.116493976533124302e-04 -6.659518833576472292e-03 -1.446700616167792986e-03
-7.634999117749216579e-02 9.157555421020891276e-03 -1.535430610907391122e-02 -2.536655905986687221e-02 4.583405386998086820e-03 6.849968359715110896e-04 1.034808998684822075e-02 -5.544371431109224903e-03 -7.366469787963812743e-03 2.844060246084606069e-03 -7.817065296793997142e-03 -1.553465566714557280e-02 -2.882187239745693814e-03 1.601263329692439660e-02 -5.870615554559109606e-03 4.518552459488888243e-03 2.129163406556533553e-03 4.321686657267998638e-03 3.469273050154330490e-03 -3.122426659292458061e-03 -1.252374803061129640e-03 -1.196525577538277811e-02 -3.917727597253767464e-03 3.420804061126482293e-03 -1.762813454360194444e-04 -7.650119306888920672e-04 -1.544525758968321501e-03 -5.398522532489562643e-04 -1.096389099320167022e-03 -3.057175444069350385e-03 1.352463979650032249e-03 3.989350837239486738e-04 4.450001255419274576e-03 1.910896702066510432e-03 -1.154085182817879592e-02 -5.823351186986601598e-03 -7.027224662244497405e-03 3.014696921371220074e-03 -7.681720533732777113e-03 -9.160454283960750912e-03
-8.325522888970607327e-02 -8.640842550493970861e-03 3.415765557502853204e-04 5.899513749184307366e-04 1.333951001713148954e-02 3.320080967090372186e-04 -7.720821052897917057e-03 6.737811743419595649e-03 -2.673560777020464203e-03 4.686934681432249300e-04 -1.261125452450086171e-03 1.624157720608780968e-03 7.264683259154329151e-03 4.018364182641490437e-03 -5.042614444646478008e-04 8.607703045802788180e-03 -2.791748418663477730e-03 -6.232123697897507149e-03 -4.788988983968593335e-03 2.975125097503387647e-03 1.437447860063671527e-02 3.492660176108117968e-03 -2.008234733079603332e-03 -6.520140469974668347e-03 -3.539439941049328433e-03 1.322355619935105956e-03 4.591942564633208143e-03 -5.130039496964995498e-03 3.130420772170428804e-03 1.249740544443212788e-03 2.533134753984929433e-03 -3.985721996895314791e-03 7.980237697448053572e-03 -3.983428137980078547e-03 1.913999243112118106e-03 -1.236842197198048839e-03 5.956547113461027436e-03 1.073598274490080232e-02 -4.990674017761913966e-03 6.102286661284740676e-03
-6.531323034510132242e-02 1.731498863226763052e-02 2.033790543077030125e-02 1.285960067175253088e-02 -2.904493576149496780e-03 1.822522334810288899e-02 1.425059630354323214e-03 -1.372250219400327452e-02 -2.058950826265251027e-03 -5.690599165854215956e-03 2.920258000091527275e-03 -7.857505387602834249e-03 8.427016796452636328e-04 -2.278281161524215066e-03 9.450413592470018748e-03 1.996226699924230803e-03 6.699144830291651380e-04 7.925718405040893186e-03 4.316628760653292395e-03 4.642897539344288844e-04 1.335452373645674940e-03 2.259918397125070325e-03 2.268746015268571867e-03 -6.426333455184093327e-04 7.247531226386555100e-03 1.036923810843529831e-03 4.134718873852437360e-03 5.319014197447350517e-03 -4.367641149160330152e-03 1.500353621550835295e-05 1.940565536962918572e-03 -6.968059778914328407e-03 -4.611057546957503597e-03 2.366240182332449409e-03 -8.173158601243337915e-03 -7.359745270096850270e-03 -9.826909578023507088e-04 -5.995609267860446331e-03 2.406068848860810558e-03 -3.487830828988811548e-03
